,index,약국ID,주소,약국명,대표전화1,진료시간(월요일)C,진료시간(화요일)C,진료시간(수요일)C,진료시간(목요일)C,진료시간(금요일)C,진료시간(토요일)C,진료시간(일요일)C,진료시간(공휴일)C,진료시간(월요일)S,진료시간(화요일)S,진료시간(수요일)S,진료시간(목요일)S,진료시간(금요일)S,진료시간(토요일)S,진료시간(일요일)S,진료시간(공휴일)S,우편번호1,우편번호2,병원경도,병원위도,작업일시,geometry
87,91,C1101403,서울특별시 강남구 개포로 303,개포메디칼약국,02-574-5410,2030,2030,2030,2030,2030,2030,2230.0,2000.0,930,930,930,930,930,930,1000.0,1200.0,63,20,127.05569218804044,37.48272115037141,2022-07-20 17:42:00.0,POINT (960718.4488127306 1942702.0466786006)
88,92,C1104795,서울특별시 강남구 선릉로 42 1층 (개포동),개포종로온누리약국,02-575-2485,2000,2000,2000,2000,2000,2000,2230.0,1700.0,900,900,900,900,900,900,1000.0,900.0,63,25,127.06003728754283,37.48338707748944,2022-07-20 17:42:00.0,POINT (961102.9491881197 1942774.1228017432)
89,93,C1108521,서울특별시 강남구 선릉로 30 개포빌딩 1층 (개포동),개포플러스약국,02-579-2570,2000,2000,2000,2000,2000,1500,2230.0,1700.0,900,900,900,900,900,900,1000.0,900.0,63,25,127.06117626671926,37.48251431691495,2022-07-20 17:42:00.0,POINT (961203.1954330695 1942676.8260351955)
90,94,C1103507,서울특별시 강서구 양천로 31,개화약국,02-2662-8028,2200,2200,2200,2200,2200,2200,2100.0,2100.0,900,900,900,900,900,900,900.0,900.0,75,16,126.80748981969865,37.5729042426401,2022-07-20 17:42:00.0,POINT (938848.149653313 1952839.9132197748)
91,95,C1107272,서울특별시 강남구 선릉로 843 107호,갤러리아온누리약국,02-517-0129,2100,2100,2100,2100,2100,1800,2100.0,2100.0,900,900,900,900,900,900,900.0,900.0,60,18,127.04021117368292,37.52721678014953,2022-07-20 17:42:00.0,POINT (959373.8735055922 1947645.1264429458)
92,97,C1103582,서울특별시 송파구 올림픽로 212 (잠실동 갤러리아팰리스),갤러리약국,02-412-8579,1900,1900,1900,1900,1900,1600,2100.0,2100.0,900,900,900,900,900,900,900.0,900.0,55,53,127.09343142846042,37.51137481795607,2022-07-20 17:42:00.0,POINT (964068.7471830874 1945865.903187595)
93,98,C1102079,서울특별시 서대문구 응암로 53,거북당약국,02-372-0744,1900,1900,1900,1900,1900,2000,2100.0,2100.0,1000,1000,1000,1000,1000,900,900.0,900.0,36,81,126.90982399033794,37.57825379852356,2022-07-20 17:42:00.0,POINT (947888.5481158964 1953371.740486047)
94,99,C1102081,서울특별시 송파구 오금로 505 (거여동),거여서울약국,02-2043-3800,2000,2000,2000,2000,2000,1700,2100.0,2100.0,900,900,900,900,900,900,900.0,900.0,57,68,127.14484107258158,37.49319579062089,2022-07-20 17:42:00.0,POINT (968604.5751914222 1943830.6722812955)
95,100,C1107918,서울특별시 강남구 봉은사로 129 지하1층 (논현동 거평타운),거평원온누리약국,02-544-4567,1830,1830,1830,1830,1830,1400,2100.0,2100.0,900,900,900,900,900,900,900.0,900.0,61,21,127.0283153517,37.505916903,2022-07-20 17:42:00.0,POINT (958310.926031324 1945287.2388613306)
96,101,C1108707,서울특별시 송파구 중대로 135 동관 1층 101-4호 (가락동),강약국,02-2142-3770,1900,1900,1900,1900,1900,1400,2230.0,1800.0,900,900,900,900,900,900,1000.0,900.0,57,17,127.122426977874,37.4950959654807,2022-05-20 17:41:58.0,POINT (966624.046946213 1944049.1952943022)
97,102,C1103009,서울특별시 서초구 서초대로 307  (서초동),건강과행복이열리는약국,02-591-3399,2100,2100,2100,2100,2100,2100,2100.0,2100.0,900,900,900,900,900,900,1300.0,1300.0,66,6,127.0151302623,37.4944044698,2022-07-20 17:42:00.0,POINT (957138.9962796542 1944015.92994094)
98,103,C1102082,서울특별시 노원구 한글비석로 242 113호 114호 (중계동 삼부프라자),건강과행복이열리는약국,02-933-9696,2000,2000,2000,2000,2000,2000,1900.0,2100.0,900,900,900,900,900,900,1200.0,1300.0,17,34,127.076973642943,37.6492349017795,2022-07-20 17:42:00.0,POINT (962683.1242909144 1961167.193498741)
99,104,C1104841,서울특별시 동작구 흑석로 106-5 1층 (흑석동),건강과행복이열리는중앙메디칼약국,02-811-1700,1830,1830,1830,1830,1830,1330,1900.0,2100.0,830,830,830,830,830,830,1200.0,1300.0,69,72,126.96145952444849,37.507892616494935,2022-07-20 17:42:00.0,POINT (952403.1952021212 1945538.1497646975)
100,105,C1104487,서울특별시 은평구 연서로 216 (대조동),건강밝은약국,02-388-4253,1900,1900,1900,1900,1900,1600,1300.0,1300.0,900,900,900,900,900,900,1000.0,1000.0,33,85,126.9201190223534,37.61780064921178,2022-07-20 17:42:00.0,POINT (948824.6822363136 1957753.6428918268)
101,106,C1104109,서울특별시 중구 서소문로 12 (중림동),건강백세약국,02-392-7855,2200,2200,2200,2200,2200,1600,1300.0,2100.0,900,900,900,900,900,900,1000.0,900.0,45,3,126.96333961782,37.558960508078,2022-07-20 17:42:00.0,POINT (952601.6923261808 1951202.9040925107)
102,107,C1103955,서울특별시 강북구 솔매로 59 (미아동),건강비타민약국,02-984-4777,2100,2100,2100,2100,2100,1600,2100.0,2100.0,900,900,900,900,900,900,900.0,900.0,11,27,127.01881233208826,37.62499150996813,2022-07-20 17:42:00.0,POINT (957538.6549048863 1958502.2103157043)
103,108,C1108360,서울특별시 은평구 갈현로 300 206호 (갈현동),건강샘약국,02-356-6307,1830,1830,1830,1830,1830,1400,2100.0,2100.0,900,900,900,900,900,900,900.0,900.0,33,28,126.9174213565408,37.62360835912583,2022-07-20 17:42:00.0,POINT (948590.6067650424 1958399.4615722178)
104,109,C1107505,서울특별시 송파구 백제고분로 275 1층 (석촌동),건강샘약국,070-8872-6902,2000,2000,2000,2000,2000,1500,2100.0,2100.0,900,900,900,900,900,900,900.0,900.0,56,13,127.09733756814595,37.502777131339975,2022-07-20 17:42:00.0,POINT (964409.8794659429 1944910.5613391963)
105,110,C1107939,서울특별시 노원구 동일로243길 33 1층 (상계동),건강샘온누리약국,02-931-5688,2000,2000,2000,2000,2000,1600,2100.0,2100.0,830,830,830,830,830,830,900.0,900.0,16,5,127.0531204639,37.6784447021,2022-07-20 17:42:00.0,POINT (960594.3724116643 1964417.678665276)
106,111,C1102052,서울특별시 구로구 경인로 661  (신도림동),건강샘온누리약국,02-3439-8373,1930,1930,1930,1930,1930,1630,2100.0,2100.0,930,930,930,930,930,930,900.0,900.0,82,8,126.8869872307475,37.50904858437119,2022-07-20 17:42:00.0,POINT (945822.02513396 1945706.6724388713)
107,112,C1107231,서울특별시 강서구  까치산로  73 1층 (화곡동),건강샘온누리약국,02-2062-0155,2100,2100,2100,2100,2100,2100,2100.0,2100.0,900,900,900,900,900,900,900.0,900.0,76,79,126.84695167782098,37.54524536594884,2022-07-20 17:42:00.0,POINT (942311.5329823041 1949746.3300455587)
108,113,C1103329,서울특별시 관악구 남부순환로 1539 (신림동),건강약국,02-855-2883,2200,2200,2200,2200,2200,2200,2100.0,2100.0,900,900,900,900,900,900,900.0,900.0,87,63,126.92158746723015,37.48340063112596,2022-07-20 17:42:00.0,POINT (948862.530445629 1942841.824753808)
109,114,C1102971,서울특별시 도봉구 도당로 109 방학동상가주택 1층 102호 (방학동),건강약국,02-3492-3588,2100,2100,2100,2100,2100,2100,2100.0,2100.0,900,900,900,900,900,900,900.0,900.0,13,53,127.038602111789,37.666835278293,2022-07-20 17:42:00.0,POINT (959307.8047744486 1963135.8525732253)
110,115,C1102968,서울특별시 성북구 동소문로 71 (동소문동6가),건강약국,02-935-7971,2000,2000,2000,2000,2000,1800,2100.0,2100.0,900,900,900,900,900,900,900.0,900.0,28,30,127.01318891301398,37.592083857796375,2022-07-20 17:42:00.0,POINT (957023.4946545558 1954853.8063280701)
111,116,C1106961,서울특별시 동작구 만양로 5 (상도동),건강약국,02-3280-2828,2100,2100,2100,2100,2100,1530,2100.0,2100.0,900,900,900,900,900,930,900.0,900.0,69,21,126.9465228644,37.5053856088,2022-07-20 17:42:00.0,POINT (951081.4301075691 1945267.672057134)
112,117,C1102974,서울특별시 동대문구 왕산로 176 2층 (전농동),건강약국,02-2282-4830,2000,2000,2000,2000,2000,1500,2100.0,2100.0,800,800,800,800,800,800,900.0,900.0,25,59,127.04292415959613,37.579165115465,2022-07-20 17:42:00.0,POINT (959641.6131099742 1953407.3433130097)
113,118,C1102053,서울특별시 마포구 방울내로 70 (망원동),건강약국,02-333-2090,2100,2100,2100,2100,2100,1300,2100.0,2100.0,900,900,900,900,900,900,900.0,900.0,39,64,126.90331683059873,37.56008493078724,2022-07-20 17:42:00.0,POINT (947301.1727529424 1951359.6156511998)
114,119,C1109267,서울특별시 서대문구 가재울로6길 53-61 1층 (남가좌동),건강약국,02-373-4439,1830,1830,1830,1830,1830,1430,2100.0,2100.0,900,900,900,900,900,900,900.0,900.0,36,92,126.923053081057,37.5767034421556,2022-07-20 17:42:00.0,POINT (949055.6064496097 1953192.4795631026)
115,120,C1102039,서울특별시 노원구 화랑로 463 (공릉동),건강약국,02-978-7597,1900,1900,1900,1900,1900,1600,2100.0,2100.0,900,900,900,900,900,900,900.0,900.0,18,3,127.07864990629338,37.61899798615456,2022-07-20 17:42:00.0,POINT (962815.9307866076 1957811.864922041)
116,121,C1102967,서울특별시 종로구 혜화로 2 1층 (혜화동),건강약국,02-764-9918,1900,1900,1900,1900,1900,1300,2100.0,2100.0,900,900,900,900,900,900,900.0,900.0,30,76,127.0008921714822,37.586087588303926,2022-07-20 17:42:00.0,POINT (955934.3754488989 1954194.2457065)
117,122,C1103846,서울특별시 중랑구 신내로 135 신내9단지아파트 제상가1동 1층 117호 (신내동),건강약국,02-3421-7582,1830,1830,1830,1830,1830,1300,2100.0,2100.0,900,900,900,900,900,900,900.0,900.0,20,26,127.09584802788356,37.611384535819134,2022-07-20 17:42:00.0,POINT (964330.0318455731 1956960.512636303)
118,123,C1102054,서울특별시 양천구 곰달래로5길 30,건강약국,02-2697-0485,2030,2030,2030,2030,2030,2000,2100.0,2000.0,900,900,900,900,900,900,900.0,900.0,79,22,126.833462475964,37.53242836499052,2022-07-20 17:42:00.0,POINT (941109.8409883865 1948332.7061333053)
119,124,C1102970,서울특별시 영등포구 당산로 164 (당산동4가),건강약국,02-2631-6396,2130,2130,2130,2130,2130,2130,2100.0,1400.0,830,830,830,830,830,830,900.0,830.0,72,20,126.89834741215978,37.52900710399078,2022-07-20 17:42:00.0,POINT (946840.2074430552 1947914.4819594757)
120,125,C1108684,서울특별시 송파구 백제고분로 162 대양빌딩 1층 103호 (잠실동),건강약국,02-424-3223,1830,1830,1830,1830,1830,1300,2100.0,1400.0,900,900,900,900,900,900,900.0,830.0,55,76,127.084715193777,37.5049982850135,2022-07-20 17:42:00.0,POINT (963295.308172818 1945161.8321114439)
121,126,C1103196,서울특별시 동작구 상도로 202 (상도동),건강온누리약국,02-815-1120,2100,2100,2100,2100,2100,2000,2000.0,2000.0,800,800,800,800,800,900,900.0,900.0,69,64,126.94108548793344,37.504950532939965,2022-07-20 17:42:00.0,POINT (950600.5619188012 1945222.2433932766)
122,127,C1104271,서울특별시 양천구 오목로 350,건강온누리약국,02-2645-5538,1900,1900,1900,1900,1900,1600,2000.0,2000.0,900,900,900,900,900,900,900.0,900.0,80,7,126.87629209185307,37.52414915094658,2022-07-20 17:42:00.0,POINT (944887.8874666588 1947388.2115946768)
123,128,C1100893,서울특별시 강서구 곰달래로 271 (화곡동),건강온누리약국,02-2642-0012,1930,1930,1930,1930,1930,1600,2000.0,2000.0,930,930,930,930,930,930,900.0,900.0,77,41,126.86315652348364,37.53251070814602,2022-07-20 17:42:00.0,POINT (943733.4706231011 1948323.661558216)
124,129,C1102043,서울특별시 강남구 삼성로 212,건강온누리약국,02-562-1377,2000,2000,2000,2000,2000,1800,2000.0,2000.0,900,900,900,900,900,900,900.0,900.0,62,84,127.0639607793558,37.49533107603643,2022-07-20 17:42:00.0,POINT (961455.9640712353 1944097.615522005)
125,130,C1102063,서울특별시 구로구 고척로21나길 18 (개봉동),건강온누리약국,02-2625-3337,2100,2100,2100,2100,2100,2100,1600.0,2000.0,900,900,900,900,900,900,1300.0,900.0,152,802,126.84467519224413,37.50286591597262,2022-07-20 17:42:00.0,POINT (942077.6755791062 1945045.9418272015)
126,131,C1104249,서울특별시 영등포구 신풍로 113,건강온누리약국,02-831-6008,2000,2000,2000,2000,2000,1700,1600.0,2000.0,1000,1000,1000,1000,1000,1000,1300.0,900.0,73,92,126.91884002345924,37.50015521220829,2022-07-20 17:42:00.0,POINT (948631.1027008728 1944702.1404923473)
127,132,C1107773,서울특별시 관악구 남부순환로 1715 101호 (봉천동 신우빌딩),건강온누리약국,070-7740-3349,2100,2100,2100,2100,2100,1600,1600.0,2000.0,900,900,900,900,900,900,1300.0,900.0,87,57,126.9408901169,37.4830379538,2022-07-20 17:42:00.0,POINT (950568.853784541 1942791.2787381054)
128,133,C1101934,서울특별시 강남구 봉은사로114길 42 (삼성동),강남소화약국,02-556-8357,1200,1200,1200,1200,1200,2100,1900.0,1900.0,900,900,900,900,900,900,1030.0,1030.0,61,72,127.0653266415,37.512169621,2021-09-23 18:10:45.0,POINT (961585.3297404475 1945965.1849911234)
129,134,C1102064,서울특별시 도봉구 해등로 190 (쌍문동),건강제일녹십자약국,02-906-1024,1900,1900,1900,1900,1900,1900,1800.0,2000.0,900,900,900,900,900,900,900.0,900.0,13,94,127.03562393260256,37.65825851400389,2022-07-20 17:42:00.0,POINT (959040.435499676 1962185.5861190155)
130,135,C1104829,서울특별시 중랑구 동일로 786 1층 (중화동),건강제일온누리약국,02-491-1114,2000,2000,2000,2000,2000,1500,1800.0,2000.0,900,900,900,900,900,900,900.0,900.0,20,88,127.0799850108042,37.600717823805006,2022-07-20 17:42:00.0,POINT (962924.6806658107 1955783.2354703688)
131,136,C1107256,서울특별시 강동구 아리수로93길 27,건강플러스약국,02-427-8056,2100,2100,2100,2100,2100,2100,1800.0,2000.0,900,900,900,900,900,900,900.0,900.0,52,11,127.1738171036809,37.56562239138539,2022-07-20 17:42:00.0,POINT (971193.8793947184 1951856.6747126621)
132,137,C1102801,서울특별시 노원구 상계로1길 38 (상계동),건강플러스약국,02-935-5347,2100,2100,2100,2100,2100,2200,1300.0,2000.0,900,900,900,900,900,900,900.0,900.0,16,93,127.0617030240227,37.6577009163017,2022-07-20 17:42:00.0,POINT (961340.4236613918 1962112.6519841787)
133,138,C1103687,서울특별시 금천구 시흥대로 391  (독산동),건강플러스약국,02-890-8058,2200,2200,2200,2200,2200,2200,2230.0,2230.0,1000,1000,1000,1000,1000,1000,1000.0,1000.0,85,84,126.89688726043003,37.468663675397984,2022-07-20 17:42:00.0,POINT (946668.2921105794 1941220.553200142)
134,139,C1102923,서울특별시 영등포구 국제금융로 108 (여의도동은하빌딩 1층),건강한세상대한약국,02-786-1091,1900,1900,1900,1900,1900,1330,2230.0,2230.0,900,900,900,900,900,830,1000.0,1000.0,150,895,126.933541020698,37.51871387335588,2022-07-20 17:42:00.0,POINT (949942.9344337569 1946753.1944437474)
135,140,C1103227,서울특별시 종로구 새문안로 21 123지하1층 (평동),건강한세상약국,02-733-7870,1800,1800,1800,1800,1800,1300,2230.0,2230.0,900,900,900,900,900,900,1000.0,1000.0,31,81,126.96785833333333,37.56748611111111,2022-07-20 17:42:00.0,POINT (953006.1479290345 1952146.5085739533)
136,141,C1103554,서울특별시 성북구 동소문로42길 14 1층 (하월곡동),건강한약국,02-916-6445,2000,2000,2000,2000,2000,2000,2230.0,2230.0,900,900,900,900,900,900,1000.0,1000.0,27,34,127.02778236457384,37.60572593529189,2022-07-20 17:42:00.0,POINT (958319.447875003 1956360.755406685)
137,142,C1102917,서울특별시 용산구 효창원로93길 2 (청파동2가),건강한약국,02-3273-0750,2100,2100,2100,2100,2100,1700,2230.0,2230.0,900,900,900,900,900,900,1000.0,1000.0,43,11,126.96323888888888,37.548558333333325,2022-07-20 17:42:00.0,POINT (952586.20586808 1950048.8864654943)
138,143,C1102916,서울특별시 금천구 남부순환로 1384,건강한약국,02-866-1191,2100,2100,2100,2100,2100,1600,2230.0,2230.0,900,900,900,900,900,900,1000.0,1000.0,85,47,126.90445441148668,37.47972400374408,2022-07-20 17:42:00.0,POINT (947345.2023425195 1942443.3691264119)
139,144,C1107212,서울특별시 동대문구 왕산로32길 7 4층 6호 (용두동),건강한약국,02-957-9784,1900,1900,1900,1900,1900,1500,2230.0,1300.0,800,800,800,800,800,800,1000.0,800.0,25,60,127.04179660921798,37.57872808516668,2022-07-20 17:42:00.0,POINT (959541.8168630612 1953359.341944179)
140,145,C1107707,서울특별시 성동구 왕십리로 320-1 1층 (도선동),건강한약국,02-2231-8803,2000,2000,2000,2000,2000,1700,2230.0,1300.0,800,800,800,800,800,800,1000.0,800.0,47,9,127.03418602132442,37.56232160814593,2022-07-20 17:42:00.0,POINT (958860.7943932553 1951542.431341261)
141,146,C1107528,서울특별시 노원구 석계로9길 25 1층 오른쪽점포호 (월계동),건강한약국,02-919-1206,2200,2200,2200,2200,2200,2100,2100.0,2100.0,900,900,900,900,900,900,1300.0,900.0,19,2,127.06293086689172,37.61694595734923,2022-07-20 17:42:00.0,POINT (961427.6615297042 1957590.5444853706)
142,147,C1102888,서울특별시 은평구 진관2로 57-7 B105호 (진관동 은평뉴타운우물골),건강한약국,02-352-1658,1800,1800,1800,1800,1800,1300,1300.0,2100.0,900,900,900,900,900,900,900.0,900.0,33,6,126.9232372329,37.6343736649,2022-07-20 17:42:00.0,POINT (949111.1715439638 1959590.6648520853)
143,148,C1108534,서울특별시 강남구 압구정로34길 11 압구정스퀘어 105호 (신사동),건강한온누리약국,02-2268-4582,1900,1900,1900,1900,1900,1400,1300.0,2100.0,900,900,900,900,900,900,900.0,900.0,60,23,127.03097525085882,37.527378139953655,2022-07-20 17:42:00.0,POINT (958557.8882858921 1947667.05767964)
144,149,C1103192,서울특별시 강서구 가로공원로82길 41-8,건강한온누리약국,02-2606-0012,2100,2100,2100,2100,2100,2100,1300.0,2100.0,900,900,900,900,900,900,900.0,900.0,77,65,126.84086842234854,37.53561016519547,2022-07-20 17:42:00.0,POINT (941766.6555304164 1948681.0997458566)
145,150,C1102037,서울특별시 양천구 지양로 22 승원빌딩 1층 102호 (신월동),건강한우리약국,02-2693-3137,1800,1800,1800,1800,1800,1800,1300.0,2100.0,830,830,830,830,830,830,900.0,900.0,80,41,126.83736628553146,37.51874595548031,2022-07-20 17:42:00.0,POINT (941444.0617537536 1946812.2730257413)
146,151,C1107545,서울특별시 성동구 아차산로 92 광명타워 1층 (성수동2가),건국약국,02-549-5011,1930,1930,1930,1930,1930,1400,1300.0,2100.0,900,900,900,900,900,900,900.0,900.0,47,82,127.05424302776514,37.54475184717316,2022-07-20 17:42:00.0,POINT (960622.9313440035 1949584.5720581177)
147,153,C1102919,서울특별시 광진구 아차산로 218 (자양동),건대역약국,02-497-4337,2200,2200,2200,2200,2200,2200,1700.0,2300.0,800,800,800,800,800,800,1000.0,900.0,50,72,127.0674075510974,37.54075633646077,2022-07-20 17:42:00.0,POINT (961783.8191737027 1949135.860980237)
148,154,C1108413,서울특별시 광진구 능동로 110 스타시티영존 지하2층 B203-1204호 (화양동),건대온누리약국,02-457-7999,1830,1830,1830,1830,1830,1300,1700.0,2300.0,830,830,830,830,830,830,1000.0,900.0,50,30,127.07141185644512,37.54065938303927,2022-07-20 17:42:00.0,POINT (962137.5211267129 1949123.4846263558)
149,155,C1102920,서울특별시 광진구 능동로 지하110 7호선 건대입구역 지하2층 201호 (화양동),건대지하철약국,02-461-1401,1830,1830,1830,1830,1830,1300,1700.0,2300.0,800,800,800,800,800,830,1000.0,900.0,50,30,127.07104643853,37.5408416053893,2022-07-20 17:42:00.0,POINT (962105.3313223454 1949143.8483466548)
