약국명,도로명주소,자치구,행정동,심야약국,유년부양비,노년부양비,노령화지수,종합병원,병원,의원,치과병원,치과의원,한방병원,한방의원,인구밀도,한국인 0~4세,한국인 5~9세,한국인 10~14세,한국인 15~19세,한국인 20~24세,한국인 25~29세,한국인 30~34세,한국인 35~39세,한국인 40~44세,한국인 45~49세,한국인 50~54세,한국인 55~59세,한국인 60~64세,한국인 65~69세,한국인 70~74세,한국인 75~79세,한국인 80~84세,한국인 85~89세,한국인 90~94세,한국인 95~99세,한국인 100세 이상,외국인 0~4세,외국인 5~9세,외국인 10~14세,외국인 15~19세,외국인 20~24세,외국인 25~29세,외국인 30~34세,외국인 35~39세,외국인 40~44세,외국인 45~49세,외국인 50~54세,외국인 55~59세,외국인 60~64세,외국인 65~69세,외국인 70~74세,외국인 75~79세,외국인 80~84세,외국인 85~89세,외국인 90~94세,외국인 95~99세,외국인 100세 이상
튼튼약국,서울특별시 동작구 사당로 215 서림빌딩 112호 (사당동),동작구,사당3동,0,16.4,26,158.8,2,5,269,2,173,1,133,27439,9454,12783,12898,14208,26870,38128,32734,27988,28880,28118,30897,27230,28265,22205,17019,13092,8980,4262,1421,381,85,129,145,104,165,2033,1545,839,726,501,416,676,917,566,238,79,22,10,14,4,0,3.0
이레온누리약국,서울특별시 중랑구 겸재로 237 1층 (망우동),중랑구,망우3동,0,9.9,28,283.8,3,13,244,0,157,1,110,19030,9344,11642,12015,13164,21642,32179,30472,27216,28299,27298,33731,33226,34944,26294,18322,13582,9291,4154,1327,296,71,158,153,105,89,424,630,699,552,377,304,403,397,219,74,37,10,2,2,3,0,0.0
더블유약국,서울특별시 송파구 올림픽로 100 효창타워 1층 (잠실동),송파구,잠실본동,0,8.6,16.7,193,2,17,574,4,327,4,252,30950,19774,28039,29574,28582,37440,51984,53515,52862,56504,52053,54849,47846,49082,39201,25872,17325,10400,5351,2071,541,96,114,135,90,69,288,644,754,774,536,426,616,660,342,138,55,16,13,5,1,1,0.0
동인프라자약국,서울특별시 양천구 남부순환로40길 13 (신월동),양천구,신월3동,0,11.8,27.4,231.9,3,5,286,3,183,3,151,18351,10098,18198,24337,24491,26570,29730,26951,27965,36130,39311,41331,34658,34309,26574,18210,12055,7913,3910,1419,334,54,46,68,64,45,145,298,386,381,313,287,366,429,195,91,47,13,5,6,3,0,2.0
우경약국,서울특별시 관악구 호암로 528 1층 (신림동),관악구,삼성동,0,9,36.7,409.2,1,11,324,1,200,2,153,8998,8031,10865,12083,14773,38578,71294,51406,34514,33015,31877,35108,31608,33158,26589,21136,16034,10708,4383,1399,313,74,265,296,170,262,1678,2182,1669,1225,896,794,1253,1645,949,394,133,39,18,16,8,3,0.0
현대약국,서울특별시 종로구 통일로 246-10 113호 (무악동),종로구,무악동,0,20.1,24.9,124,4,2,197,1,157,0,126,23867,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
숭인다모아약국,서울특별시 종로구 지봉로8길 54 (숭인동),종로구,숭인1동,0,9.2,26.5,287.2,4,2,197,1,157,0,126,27774,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
독일약국,서울특별시 종로구 종로 314 (창신동),종로구,창신1동,0,6,29.6,496.4,4,2,197,1,157,0,126,19239,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
열린약국,서울특별시 종로구 종로 204 12층 (종로4가),종로구,종로1.2.3.4가동,0,8,31.9,399.2,4,2,197,1,157,0,126,3595,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
인앤아웃약국,서울특별시 종로구 종로 19 421호 (종로1가),종로구,종로1.2.3.4가동,0,8,31.9,399.2,4,2,197,1,157,0,126,3595,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
바로약국,서울특별시 종로구 종로 33 지하1층 137호 (청진동),종로구,종로1.2.3.4가동,0,8,31.9,399.2,4,2,197,1,157,0,126,3595,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
혜화약국,서울특별시 종로구 혜화로 8 (혜화동),종로구,혜화동,0,7.9,17.9,227.6,4,2,197,1,157,0,126,17620,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
남영약국,서울특별시 종로구 삼일대로 461 (경운동 운현궁SK허브),종로구,종로1.2.3.4가동,0,8,31.9,399.2,4,2,197,1,157,0,126,3595,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
보광약국,서울특별시 종로구 대학로 93-3 1층 (연건동),종로구,이화동,0,6.6,22.9,344.3,4,2,197,1,157,0,126,10399,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
효성약국,서울특별시 종로구 창신길 95 (창신동),종로구,창신2동,0,5.9,25.4,428.4,4,2,197,1,157,0,126,36550,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
신두산약국,서울특별시 종로구 지봉로 39-1 1층 (창신동),종로구,창신1동,0,6,29.6,496.4,4,2,197,1,157,0,126,19239,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
종로백세약국,서울특별시 종로구 종로 221 1층 (종로5가),종로구,종로5.6가동,0,4.5,25,559.3,4,2,197,1,157,0,126,9427,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
서울종로약국,서울특별시 종로구 대학로 117 (명륜4가),종로구,혜화동,0,7.9,17.9,227.6,4,2,197,1,157,0,126,17620,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
신동화약국,서울특별시 종로구 종로 267-1 (종로6가),종로구,종로5.6가동,0,4.5,25,559.3,4,2,197,1,157,0,126,9427,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
소망약국,서울특별시 종로구 종로 335 1층 (창신동 원풍빌딩),종로구,창신1동,0,6,29.6,496.4,4,2,197,1,157,0,126,19239,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
광화문윤약국,서울특별시 종로구 세종대로 159 4층 (세종로),종로구,사직동,0,13.2,25.5,193.9,4,2,197,1,157,0,126,7972,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
경희궁햇살약국,서울특별시 종로구 송월길 99 203동 2218호 (홍파동 경희궁자이 2단지),종로구,교남동,0,16.9,22.1,131.2,4,2,197,1,157,0,126,30383,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
태평양약국,서울특별시 종로구 수표로20길 43 1층 (종로3가),종로구,종로1.2.3.4가동,0,8,31.9,399.2,4,2,197,1,157,0,126,3595,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
종로한사랑약국,서울특별시 종로구 종로 344 309호 (숭인동),종로구,숭인2동,0,5.1,20.4,399,4,2,197,1,157,0,126,29080,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
제일약국,서울특별시 종로구 삼봉로 74 (청진동),종로구,종로1.2.3.4가동,0,8,31.9,399.2,4,2,197,1,157,0,126,3595,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
성진약국,서울특별시 종로구 창경궁로 271-1 (혜화동),종로구,혜화동,0,7.9,17.9,227.6,4,2,197,1,157,0,126,17620,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
종오약국,서울특별시 종로구 종로 195-1 1층 (종로4가),종로구,종로1.2.3.4가동,0,8,31.9,399.2,4,2,197,1,157,0,126,3595,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
보령약국,서울특별시 종로구 종로 203 (종로5가),종로구,종로5.6가동,0,4.5,25,559.3,4,2,197,1,157,0,126,9427,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
통인한약국,서울특별시 종로구 필운대로6길 29 (통인동),종로구,청운효자동,0,15.4,24.9,162.4,4,2,197,1,157,0,126,4916,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
신세계약국,서울특별시 종로구 종로 124-1 (종로3가),종로구,종로1.2.3.4가동,1,8,31.9,399.2,4,2,197,1,157,0,126,3595,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
신서대문대학약국,서울특별시 종로구 경교장1길 1 1층 (교남동),종로구,교남동,0,16.9,22.1,131.2,4,2,197,1,157,0,126,30383,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
다나약국,서울특별시 종로구 종로 128 302호 (종로3가),종로구,종로1.2.3.4가동,0,8,31.9,399.2,4,2,197,1,157,0,126,3595,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
신백제약국,서울특별시 종로구 종로 243 1층 (종로5가),종로구,종로5.6가동,0,4.5,25,559.3,4,2,197,1,157,0,126,9427,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
캐슬온누리약국,서울특별시 종로구 종로 347 207호 (숭인동 롯데캐슬천지인상가),종로구,숭인1동,0,9.2,26.5,287.2,4,2,197,1,157,0,126,27774,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
푸른온누리약국,서울특별시 종로구 새문안로 19 (평동),종로구,교남동,0,16.9,22.1,131.2,4,2,197,1,157,0,126,30383,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
경일약국,서울특별시 종로구 평창문화로 35 (평창동),종로구,평창동,0,14.7,26.5,179.6,4,2,197,1,157,0,126,2095,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
부광약국,서울특별시 종로구 종로 223-1 (종로5가),종로구,종로5.6가동,0,4.5,25,559.3,4,2,197,1,157,0,126,9427,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
글로리아약국,서울특별시 종로구 평창문화로 75 A109호 (평창동 글로리아타운),종로구,평창동,0,14.7,26.5,179.6,4,2,197,1,157,0,126,2095,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
옥광약국,서울특별시 종로구 창경궁로 162-1 (원남동),종로구,종로1.2.3.4가동,0,8,31.9,399.2,4,2,197,1,157,0,126,3595,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
하트약국,서울특별시 종로구 대학로 128 1층 (동숭동),종로구,이화동,0,6.6,22.9,344.3,4,2,197,1,157,0,126,10399,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
영화약국,서울특별시 종로구 종로41길 47 (종로6가),종로구,종로5.6가동,0,4.5,25,559.3,4,2,197,1,157,0,126,9427,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
새현대약국,서울특별시 종로구 사직로 130 38호 (적선동),종로구,사직동,0,13.2,25.5,193.9,4,2,197,1,157,0,126,7972,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
인성약국,서울특별시 종로구 통일로 250 (무악동),종로구,무악동,0,20.1,24.9,124,4,2,197,1,157,0,126,23867,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
한마음약국,서울특별시 종로구 창경궁로 158 (원남동),종로구,종로1.2.3.4가동,0,8,31.9,399.2,4,2,197,1,157,0,126,3595,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
국일약국,서울특별시 종로구 종로16길 12 (관철동),종로구,종로1.2.3.4가동,0,8,31.9,399.2,4,2,197,1,157,0,126,3595,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
은성약국,서울특별시 종로구 삼일대로 434 (낙원동),종로구,종로1.2.3.4가동,0,8,31.9,399.2,4,2,197,1,157,0,126,3595,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
동시약국,서울특별시 종로구 종로 202-1 (종로4가 동흥빌딩),종로구,종로1.2.3.4가동,0,8,31.9,399.2,4,2,197,1,157,0,126,3595,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
보성온누리약국,서울특별시 종로구 명륜길 22 (명륜1가),종로구,혜화동,0,7.9,17.9,227.6,4,2,197,1,157,0,126,17620,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
김해약국,서울특별시 종로구 종로 206 (종로5가),종로구,종로5.6가동,0,4.5,25,559.3,4,2,197,1,157,0,126,9427,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
동남약국,서울특별시 종로구 종로 124 (종로3가),종로구,종로1.2.3.4가동,0,8,31.9,399.2,4,2,197,1,157,0,126,3595,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
세민약국,서울특별시 종로구 자하문로7길 73 101호 (누하동 트라이빌),종로구,청운효자동,0,15.4,24.9,162.4,4,2,197,1,157,0,126,4916,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
동서약국,서울특별시 종로구 종로 222 (종로5가),종로구,종로5.6가동,0,4.5,25,559.3,4,2,197,1,157,0,126,9427,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
세종약국,서울특별시 종로구 세종대로23길 54 세종빌딩 지하1층 130호 (당주동),종로구,사직동,0,13.2,25.5,193.9,4,2,197,1,157,0,126,7972,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
내자약국,서울특별시 종로구 사직로 107 1층 (내자동 한빛빌딩),종로구,사직동,0,13.2,25.5,193.9,4,2,197,1,157,0,126,7972,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
진약국,서울특별시 종로구 돈화문로9가길 20 (돈의동),종로구,종로1.2.3.4가동,0,8,31.9,399.2,4,2,197,1,157,0,126,3595,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
종로오가약국,서울특별시 종로구 종로 213-1 (종로5가),종로구,종로5.6가동,0,4.5,25,559.3,4,2,197,1,157,0,126,9427,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
새종로약국,서울특별시 종로구 종로 199-2 (종로4가),종로구,종로1.2.3.4가동,0,8,31.9,399.2,4,2,197,1,157,0,126,3595,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
광장약국,서울특별시 종로구 종로 193-2 12층 (종로4가),종로구,종로1.2.3.4가동,0,8,31.9,399.2,4,2,197,1,157,0,126,3595,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
종로온누리약국,서울특별시 종로구 종로 293 1층 (창신동 하나저축은행),종로구,창신2동,0,5.9,25.4,428.4,4,2,197,1,157,0,126,36550,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
동인약국,서울특별시 종로구 창신길 11 (창신동),종로구,창신2동,0,5.9,25.4,428.4,4,2,197,1,157,0,126,36550,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
대흥사약국,서울특별시 종로구 돈화문로6가길 40 (봉익동),종로구,종로1.2.3.4가동,0,8,31.9,399.2,4,2,197,1,157,0,126,3595,2609,4094,4819,5357,9759,12915,10397,8966,9977,10563,12929,11816,11492,8913,6304,5333,4268,2122,745,206,40,140,189,194,264,2987,1746,803,696,619,502,477,476,299,133,65,15,14,8,4,0,0.0
