NO,병원명,업무구분,대표전화,주소,월요일 진료,화요일 진료,수요일 진료,목요일 진료,금요일 진료,토요일 진료,일요일 진료,공휴일 진료
479,새로이치과교정과치과의원,응급의료기관 이외 > 치과의원,064-744-2825,"제주특별자치도 제주시 연북로 30, 5층 (노형동)",14:00~21:00,10:00~21:00,10:00~19:00,-,10:00~19:00,09:00~16:00,09:00~14:00,-
480,김성진한의원,응급의료기관 이외 > 한의원,064-751-8901,"제주특별자치도 제주시 서광로 175 (용담일동, 아세아빌딩)",09:00~18:00,09:00~20:00,09:00~18:00,09:00~20:00,09:00~18:00,09:00~13:00,-,09:00~13:00
481,동광경희한의원,응급의료기관 이외 > 한의원,064-702-7975,제주특별자치도 제주시 연삼로 542 (일도이동),09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,09:00~14:00
482,참정형외과의원,응급의료기관 이외 > 의원,064-724-8275,"제주특별자치도 제주시 중앙로 570, 3층 (아라일동)",08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~12:30,-,-
483,연세애월 치과의원,응급의료기관 이외 > 치과의원,064-742-2275,제주특별자치도 제주시 애월읍 애원로 41 (애월농협협동조합),09:30~17:00,09:30~17:00,09:30~17:00,09:30~12:00,09:30~17:00,-,-,-
484,강윤범한의원,응급의료기관 이외 > 한의원,064-784-3875,"제주특별자치도 제주시 구좌읍 구좌로 28, 2층",08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~13:00,-,-
485,거북이한의원,응급의료기관 이외 > 한의원,064-726-2211,"제주특별자치도 제주시 고마로 135 (일도이동, 유성빌딩)",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~14:00,-,-
486,명성한의원,응급의료기관 이외 > 한의원,064-751-6555,"제주특별자치도 제주시 연삼로 315, 1층 (도남동)",09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~12:00,-,-
487,백제한의원,응급의료기관 이외 > 한의원,064-702-1075,"제주특별자치도 제주시 중앙로 316 (이도이동,(중앙로432))",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~14:00,-,-
488,하귀튼튼의원,응급의료기관 이외 > 의원,064-713-5588,"제주특별자치도 제주시 애월읍 하귀9길 1, 2층",08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~13:00,-,-
489,제주조은의원,응급의료기관 이외 > 의원,064-742-6644,제주특별자치도 제주시 용담로 46 (용담이동),09:00~18:00,09:00~18:00,09:00~12:00,09:00~18:00,09:00~18:00,09:00~12:00,-,-
490,저지한의원,응급의료기관 이외 > 한의원,064-773-2003,제주특별자치도 제주시 한경면 녹차분재로 607-1,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~13:00,-,-
491,전농로한의원,응급의료기관 이외 > 한의원,064-723-1059,제주특별자치도 제주시 전농로 75-2 (삼도이동),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~13:00,-,-
492,함덕올레한의원,응급의료기관 이외 > 한의원,064-782-8080,제주특별자치도 제주시 조천읍 신북로 550,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~12:30,-,-
493,박치과의원,응급의료기관 이외 > 치과의원,064-796-2556,제주특별자치도 제주시 한림읍 한림로 672,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:00,-,-
494,성이시돌복지의원,응급의료기관 이외 > 의원,064-796-2244,제주특별자치도 제주시 한림읍 산록남로 50,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,-,-,-
495,제주클라인치과의원,응급의료기관 이외 > 치과의원,064-767-2875,"제주특별자치도 제주시 중앙로 543, 3층 (아라일동)",09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~13:00,-,-
496,조은한의원,응급의료기관 이외 > 한의원,064-743-0014,"제주특별자치도 제주시 수덕로 29, 2층 (노형동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,08:00~13:00,-,09:00~13:00
497,하나로한의원,응급의료기관 이외 > 한의원,064-713-8175,제주특별자치도 제주시 애월읍 하귀로 70,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~14:00,-,08:30~14:00
498,해송당한의원,응급의료기관 이외 > 한의원,064-796-7680,제주특별자치도 제주시 한림읍 한근길 22,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~13:00,-,-
499,호박한의원,응급의료기관 이외 > 한의원,064-756-1075,"제주특별자치도 제주시 1100로 3328, 2층 (노형동, 정원빌딩)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,-
500,녹십자정형외과의원,응급의료기관 이외 > 의원,064-746-9507,제주특별자치도 제주시 도령로 9 (노형동),08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~11:00,08:30~11:00,08:30~11:00
501,고든비뇨의학과의원,응급의료기관 이외 > 의원,064-711-2678,"제주특별자치도 제주시 도령로 76, 5층 (연동)",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:00,-,-
502,임대웅한의원,응급의료기관 이외 > 한의원,064-745-8182,"제주특별자치도 제주시 서해안로 155, 2층 (도두일동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~19:00,09:00~18:00,09:00~14:00,-,-
503,비바체성형외과의원,응급의료기관 이외 > 의원,064-755-1945,"제주특별자치도 제주시 중앙로 302, 더스프링빌딩 2층 (이도이동)",09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:00~13:30,-,-
504,노형이비인후과의원,응급의료기관 이외 > 의원,064-748-5075,"제주특별자치도 제주시 월랑로 1, 6층 (노형동)",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:00,-,-
505,심연정신건강의학과의원,응급의료기관 이외 > 의원,064-753-9393,제주특별자치도 제주시 중앙로 570 516빌딩 2층 (아라일동),09:30~18:30,09:30~18:30,-,09:30~18:30,09:30~18:30,09:30~14:30,-,-
506,구좌치과의원,응급의료기관 이외 > 치과의원,064-782-2804,"제주특별자치도 제주시 구좌읍 구좌로 51, 2층 (구좌읍)",09:00~17:30,09:00~17:30,09:00~12:30,09:00~17:30,09:00~17:30,09:00~12:30,-,-
507,제주연합재활의학과의원,응급의료기관 이외 > 의원,064-757-9666,"제주특별자치도 제주시 서광로 294, 2,지하1층 (이도이동)",08:00~20:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~20:00,08:30~13:00,-,-
508,한림의원,응급의료기관 이외 > 의원,064-796-9050,제주특별자치도 제주시 한림읍 한림중앙로 29,08:30~18:30,08:30~18:30,08:30~12:30,08:30~18:30,08:30~18:30,09:00~12:00,09:00~12:00,09:00~12:00
509,엔젤치과의원,응급의료기관 이외 > 치과의원,064-711-2804,"제주특별자치도 제주시 월랑로 29 (노형동,월랑로35)",09:00~18:00,09:00~18:00,09:00~18:00,14:00~20:00,09:00~18:00,09:00~14:00,-,-
510,하늘마취통증의학과의원,응급의료기관 이외 > 의원,064-747-0677,"제주특별자치도 제주시 1100로 3333, 2층 B호 (노형동)",09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~12:00,-,-
511,이좋은이비인후과의원,응급의료기관 이외 > 의원,064-744-8008,"제주특별자치도 제주시 월랑로 39, 2층 (노형동, 동마빌딩)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,09:00~12:30
512,인제팔팔의원,응급의료기관 이외 > 의원,064-756-8882,제주특별자치도 제주시 동광로 120 (일도이동),09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~12:00,-,-
513,청원한의원,응급의료기관 이외 > 한의원,064-722-2829,"제주특별자치도 제주시 고마로 113, 2층 (일도이동)",09:00~18:00,09:00~18:00,09:00~13:00,09:00~18:00,09:00~18:00,09:00~13:00,-,09:00~13:00
514,온정신건강의학과의원,응급의료기관 이외 > 의원,064-759-1150,"제주특별자치도 제주시 동광로 122, 2층 201호 (일도이동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
515,서울삼성치과의원,응급의료기관 이외 > 치과의원,064-745-2825,"제주특별자치도 제주시 1100로 3334, 동현빌딩4층 (노형동)",09:30~20:00,09:30~18:30,09:30~18:30,09:00~20:00,09:30~18:30,09:30~13:00,-,-
516,브이아이피(VIP)성형외과의원,응급의료기관 이외 > 의원,064-713-1007,"제주특별자치도 제주시 은남1길 46, 3층 (연동)",10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,-,-
517,경희행복한의원,응급의료기관 이외 > 한의원,064-773-1075,제주특별자치도 제주시 한경면 두신로 79 (한경면),08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-
518,샌프란시스코치과의원,응급의료기관 이외 > 치과의원,064-748-2875,"제주특별자치도 제주시 수덕로 4, 태창빌딩 2층 (노형동)",09:00~18:00,09:00~18:00,09:00~18:00,-,09:00~18:00,09:00~13:00,-,-
519,조은미의원,응급의료기관 이외 > 의원,064-755-5025,제주특별자치도 제주시 서광로 270 (도남동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
520,문성철정형외과의원,응급의료기관 이외 > 의원,064-758-1155,"제주특별자치도 제주시 일주동로 241, 2층 (화북일동)",09:00~18:00,09:00~18:00,09:00~13:00,09:00~18:00,09:00~18:00,08:30~13:00,-,-
521,더맑은이비인후과의원,응급의료기관 이외 > 의원,064-755-7588,"제주특별자치도 제주시 동화로 28, 2층 (화북일동)",09:00~18:00,09:00~18:00,09:00~12:30,09:00~18:00,09:00~18:00,09:00~12:30,-,-
522,고민석한의원,응급의료기관 이외 > 한의원,064-724-3210,제주특별자치도 제주시 일주동로 385 (삼양이동),08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~13:00,-,-
523,단단한정형외과의원,응급의료기관 이외 > 의원,064-749-7577,"제주특별자치도 제주시 연북로 76, 한성빌딩 3층 (연동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,-
524,마리산부인과의원,응급의료기관 이외 > 의원,064-755-2544,제주특별자치도 제주시 고마로 146 (이도이동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:30,09:00~18:00,09:00~12:30,-,-
525,뉴욕치과의원,응급의료기관 이외 > 치과의원,064-722-5557,제주특별자치도 제주시 중앙로 318 (이도이동),09:30~17:00,09:30~17:00,09:30~17:00,09:30~17:00,09:30~17:00,-,-,-
526,고봉석치과의원,응급의료기관 이외 > 치과의원,064-756-2878,"제주특별자치도 제주시 일주동로 375, 2층 (삼양이동)",09:00~18:00,09:00~18:00,09:00~12:00,09:00~18:00,09:00~12:00,09:00~12:00,-,-
527,미래산부인과의원,응급의료기관 이외 > 의원,064-712-2882,"제주특별자치도 제주시 연북로 28, 1층 (노형동)",09:00~18:00,09:00~18:00,09:00~12:30,09:00~18:00,09:00~18:00,09:00~13:00,-,-
528,미우성형외과의원,응급의료기관 이외 > 의원,064-773-8888,제주특별자치도 제주시 노형로 407,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~13:00,-,-
529,세화의원,응급의료기관 이외 > 의원,064-783-3196,제주특별자치도 제주시 구좌읍 세화5길 2,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~12:00,-,08:30~12:00
530,좌방은성형외과의원,응급의료기관 이외 > 의원,064-755-2575,"제주특별자치도 제주시 동광로 122, 301호 (일도이동)",10:00~17:00,10:00~17:00,10:00~17:00,10:00~12:00,10:00~17:00,10:00~12:00,-,-
531,박봉철내과의원,응급의료기관 이외 > 의원,064-724-0075,"제주특별자치도 제주시 일주동로 197, 지하1층,2층 (화북일동)",08:30~18:00,08:30~18:00,08:30~12:00,08:30~18:00,08:30~18:00,08:30~12:00,-,-
532,한재익치과의원,응급의료기관 이외 > 치과의원,064-722-3222,"제주특별자치도 제주시 중앙로 371, 4층 (이도이동)",13:30~17:00,13:30~18:00,13:30~17:00,09:00~11:00,13:30~18:00,08:30~11:00,-,-
533,제주시서부애월보건지소,응급의료기관 이외 > 보건지소,064-728-8923,제주특별자치도 제주시 애월읍 애월로 167,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
534,홍성희여성외과의원,응급의료기관 이외 > 의원,064-747-6655,"제주특별자치도 제주시 노형8길 2 (노형동, 온유빌딩(3층))",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
535,조천부부의원,응급의료기관 이외 > 의원,064-782-7491,제주특별자치도 제주시 조천읍 신북로 237 (조천읍),08:30~16:00,08:30~16:00,08:30~16:00,08:30~16:00,08:30~16:00,08:30~12:00,-,-
536,제주내과의원,응급의료기관 이외 > 의원,064-725-0875,제주특별자치도 제주시 서광로 78-9 (오라삼동),09:00~18:00,09:00~12:00,09:00~18:00,09:00~12:00,09:00~18:00,09:00~12:00,-,-
537,예일소아과의원,응급의료기관 이외 > 의원,064-713-1707,제주특별자치도 제주시 연북로 40 (노형동),09:00~18:00,09:00~18:00,09:00~12:30,09:00~18:00,09:00~12:30,09:00~13:00,-,-
538,연세피부과의원,응급의료기관 이외 > 의원,064-711-3679,"제주특별자치도 제주시 연북로 38 (노형동, 연동타운)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:00,09:00~18:00,09:00~12:30,-,-
539,이지민치과의원,응급의료기관 이외 > 치과의원,064-702-2230,제주특별자치도 제주시 서광로 215 (삼도일동),09:00~18:00,09:00~18:00,09:00~12:30,09:00~18:00,09:00~18:00,09:00~12:30,-,-
540,서울내과의원,응급의료기관 이외 > 의원,064-749-7570,제주특별자치도 제주시 도령로 1 (노형동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:30,-,-
541,박재홍내과의원,응급의료기관 이외 > 의원,064-757-7579,"제주특별자치도 제주시 고마로 149, 2층 (일도이동)",09:00~18:00,09:00~18:00,09:00~12:00,09:00~18:00,09:00~18:00,09:00~12:00,-,-
542,김의원,응급의료기관 이외 > 의원,064-796-8108,제주특별자치도 제주시 한림읍 사가길 1 (한림읍),08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~12:00,-,-
543,보리수한의원,응급의료기관 이외 > 한의원,064-711-2511,제주특별자치도 제주시 과원북2길 68 (연동),09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-
544,맨투맨남성의원,응급의료기관 이외 > 의원,064-749-7775,"제주특별자치도 제주시 도령로 7, 3층 (노형동, 금성빌딩)",09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~13:00,-,-
545,김수상내과의원,응급의료기관 이외 > 의원,064-753-0996,제주특별자치도 제주시 동광로 100 (일도이동),08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~12:00,-,-
546,김동호이비인후과의원,응급의료기관 이외 > 의원,064-755-8383,제주특별자치도 제주시 서광로 267 (삼도일동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:30,09:00~18:00,09:00~12:30,-,-
547,고산사랑의원,응급의료기관 이외 > 의원,064-772-2891,제주특별자치도 제주시 한경면 고산로 15 (한경면),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:00,-,-
548,고경환내과의원,응급의료기관 이외 > 의원,064-713-8275,"제주특별자치도 제주시 신대로 153, 2층 (연동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
549,윤 한의원,응급의료기관 이외 > 한의원,064-796-0377,"제주특별자치도 제주시 한림읍 한림로 695, 1층 (한림읍)",08:00~18:00,08:00~18:00,08:00~18:00,08:00~13:00,08:00~18:00,08:00~13:00,-,-
550,송당보건진료소,응급의료기관 이외 > 보건진료소,064-728-7303,제주특별자치도 제주시 구좌읍 송당서1길 4 (송당보건진료소),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
551,선흘2리보건진료소,응급의료기관 이외 > 보건진료소,064-728-7308,제주특별자치도 제주시 조천읍 선교로 533 (선흘2리사무소),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
552,선흘1리보건진료소,응급의료기관 이외 > 보건진료소,064-728-7307,제주특별자치도 제주시 조천읍 선흘동1길 10 (선흘1리보건진료소),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
553,봉성보건진료소,응급의료기관 이외 > 보건진료소,064-728-7314,제주특별자치도 제주시 애월읍 녹근로 6 (봉성보건진료소),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
554,덕천보건진료소,응급의료기관 이외 > 보건진료소,064-728-7302,제주특별자치도 제주시 구좌읍 덕평로 325-3 (덕천보건진료소),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
555,대흘보건진료소,응급의료기관 이외 > 보건진료소,064-728-7306,제주특별자치도 제주시 조천읍 중산간동로 645 (대흘보건진료소),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
556,교래보건진료소,응급의료기관 이외 > 보건진료소,064-728-7305,제주특별자치도 제주시 조천읍 비자림로 652 (교래보건진료소),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
557,한경보건지소,응급의료기관 이외 > 보건지소,064-728-8935,제주특별자치도 제주시 한경면 두신로 118-2,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
558,제주시동부조천보건지소,응급의료기관 이외 > 보건지소,064-728-8703,제주특별자치도 제주시 조천읍 신북로 264,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
559,제주시동부우도보건지소,응급의료기관 이외 > 보건지소,064-728-4253,제주특별자치도 제주시 우도면 우도로 153,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
560,구좌보건지소,응급의료기관 이외 > 보건지소,064-728-1517,제주특별자치도 제주시 구좌읍 세화12길 9 (구좌보건지소),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
561,제주시 동부보건소,응급의료기관 이외 > 보건소,064-728-4202,제주특별자치도 제주시 구좌읍 김녕로14길 6,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
562,제주시제주보건소,응급의료기관 이외 > 보건소,064-728-4010,제주특별자치도 제주시 연삼로 264 (도남동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
563,제주시제주보건소 추자지소,응급의료기관 이외 > 보건지소,064-728-1519,제주특별자치도 제주시 추자면 추자로 86,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
564,제주시하추자보건진료소,응급의료기관 이외 > 보건진료소,064-728-7301,제주특별자치도 제주시 추자면 추자로 587,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
565,제주시서부청수보건진료소,응급의료기관 이외 > 보건진료소,064-728-7323,제주특별자치도 제주시 한경면 청수로 50,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
566,제주시서부조수보건진료소,응급의료기관 이외 > 보건진료소,064-728-7321,제주특별자치도 제주시 한경면 용금로 468,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
567,제주시서부저지보건진료소,응급의료기관 이외 > 보건진료소,064-728-7322,제주특별자치도 제주시 한경면 중산간서로 3699,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
568,제주시서부장전보건진료소,응급의료기관 이외 > 보건진료소,064-728-7317,제주특별자치도 제주시 애월읍 하소로 353,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
569,제주시서부유수암보건진료소,응급의료기관 이외 > 보건진료소,064-728-7318,제주특별자치도 제주시 애월읍 유수암평화길 14-2,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
570,제주시서부용수보건진료소,응급의료기관 이외 > 보건진료소,064-728-7324,제주특별자치도 제주시 한경면 용수길 73,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
571,제주시서부상명보건진료소,응급의료기관 이외 > 보건진료소,064-728-7312,제주특별자치도 제주시 한림읍 상명1길 16,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
572,제주시서부상가보건진료소,응급의료기관 이외 > 보건진료소,064-728-7316,제주특별자치도 제주시 애월읍 애상로 226,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
573,제주시서부산양보건진료소,응급의료기관 이외 > 보건진료소,064-728-7325,제주특별자치도 제주시 한경면 연명로 12,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
574,제주시서부비양보건진료소,응급의료기관 이외 > 보건진료소,064-728-7313,제주특별자치도 제주시 한림읍 비양도길 4,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
575,제주시서부납읍보건진료소,응급의료기관 이외 > 보건진료소,064-728-7315,제주특별자치도 제주시 애월읍 납읍로2길 2,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
576,제주시서부금악보건진료소,응급의료기관 이외 > 보건진료소,064-728-7311,제주특별자치도 제주시 한림읍 금악로1길 1,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
577,제주시서부광령보건진료소,응급의료기관 이외 > 보건진료소,064-728-7320,제주특별자치도 제주시 애월읍 광성로 304,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
578,제주시서부고성보건진료소,응급의료기관 이외 > 보건진료소,064-728-7319,제주특별자치도 제주시 애월읍 광성로 61-2,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
579,제주시동부하도보건진료소,응급의료기관 이외 > 보건진료소,064-728-7304,제주특별자치도 제주시 구좌읍 일주동로 3413,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
580,삼정한의원,응급의료기관 이외 > 한의원,064-744-0104,제주특별자치도 제주시 노연로 146 (연동),09:00~18:45,09:00~18:45,09:00~18:45,09:00~18:45,09:00~18:45,09:00~14:00,-,-
581,부용철치과의원,응급의료기관 이외 > 치과의원,064-758-4281,제주특별자치도 제주시 중앙로 84 (이도일동),10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,-,-,-
582,현창옥내과의원,응급의료기관 이외 > 의원,064-753-5010,제주특별자치도 제주시 중앙로 195 (이도일동),09:00~18:00,09:00~18:00,09:00~12:00,09:00~18:00,09:00~18:00,09:00~12:00,-,-
583,강미정소아청소년과의원,응급의료기관 이외 > 의원,064-743-8080,"제주특별자치도 제주시 연오로 59, 3층 (오라삼동)",08:30~18:00,08:30~18:00,08:30~12:30,08:30~18:00,08:30~18:00,08:30~12:30,-,-
584,김정학치과의원,응급의료기관 이외 > 치과의원,064-753-2870,제주특별자치도 제주시 연삼로 431 (이도이동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
585,맘편한산부인과의원,응급의료기관 이외 > 의원,064-711-3080,"제주특별자치도 제주시 1100로 3283, 지하1층, 3, 4층 (노형동, 영화빌딩)",09:00~18:30,09:00~20:00,09:00~18:30,09:00~20:00,09:00~18:30,09:00~14:00,-,-
586,부기은치과의원,응급의료기관 이외 > 치과의원,064-755-4488,제주특별자치도 제주시 동광로 81 (일도이동),09:30~18:00,09:30~18:00,09:30~18:00,-,09:30~18:00,-,-,-
587,부성언치과의원,응급의료기관 이외 > 치과의원,064-755-7528,제주특별자치도 제주시 중앙로 206 (이도일동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:30,-,-
588,이미애피부과의원,응급의료기관 이외 > 의원,064-755-5885,제주특별자치도 제주시 서광로 267 (삼도일동),08:30~18:00,08:30~18:00,08:30~18:00,08:30~12:30,08:30~18:00,08:30~12:30,-,-
589,김기형치과의원,응급의료기관 이외 > 치과의원,064-724-2275,"제주특별자치도 제주시 동광로 133, 7층 (일도이동)",09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~13:00,-,-
590,나우리제통의원,응급의료기관 이외 > 의원,064-796-0995,제주특별자치도 제주시 한림읍 한림북동길 7 (한림읍),08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:00,-,-
591,오나정산부인과의원,응급의료기관 이외 > 의원,064-755-1115,"제주특별자치도 제주시 건주로 31, 한라신협 삼화지점 2층 (도련일동)",09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,-,-,-
592,길한의원,응급의료기관 이외 > 한의원,064-747-5352,"제주특별자치도 제주시 과원북4길 33, 2층 (노형동, 은혜빌딩)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-
593,유내과의원,응급의료기관 이외 > 의원,064-725-2882,"제주특별자치도 제주시 중앙로 61, 3층 (이도일동)",09:00~18:00,09:00~18:00,09:00~12:30,09:00~18:00,09:00~18:00,09:00~11:00,-,-
594,온기담은 한의원,응급의료기관 이외 > 한의원,064-746-9333,제주특별자치도 제주시 월랑로 38 (노형동),08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~14:00,-,-
595,e-스마일치과의원,응급의료기관 이외 > 치과의원,064-726-2882,"제주특별자치도 제주시 고마로 149, 2층 (일도이동)",09:30~17:30,09:30~17:30,09:30~12:30,09:30~17:30,09:30~17:30,09:30~13:00,-,-
596,박태영치과의원,응급의료기관 이외 > 치과의원,064-752-2875,제주특별자치도 제주시 동문로 56 (일도이동),09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~12:00,-,-
597,이동구내과의원,응급의료기관 이외 > 의원,064-746-4224,"제주특별자치도 제주시 신광로 64, 2층 (연동)",09:00~17:30,09:00~17:30,09:00~12:30,09:00~17:30,09:00~17:30,09:00~12:30,-,-
598,최인철정신건강의학과의원,응급의료기관 이외 > 의원,064-747-4277,"제주특별자치도 제주시 1100로 3347, 7층 (노형동)",09:00~18:00,09:00~18:00,09:00~13:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
599,경희가족한의원,응급의료기관 이외 > 한의원,064-782-0660,제주특별자치도 제주시 조천읍 신북로 43,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~13:00,-,-
600,청하당한의원,응급의료기관 이외 > 한의원,064-759-0075,제주특별자치도 제주시 동문로14길 2 (일도이동),09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~12:30,-,-
