행정시,업소명,소재지,전화번호,데이터기준일자
제주시,더 갤러리 모던,제주특별자치도 제주시 조천읍 남조로 1717-36,064-784-4285,2020-01-02
제주시,코지,제주특별자치도 제주시 조천읍 남조로 1726,064-783-9996,2020-01-02
제주시,교래텔,제주특별자치도 제주시 조천읍 남조로 1772-39,064-782-5855,2020-01-02
제주시,제주로뎀나무하우스,제주특별자치도 제주시 조천읍 남조로 2119-39,064-782-9060,2020-01-02
제주시,한국교회이기풍선교기념관,제주특별자치도 제주시 조천읍 남조로 2125,064-782-6969,2020-01-02
제주시,티(T),제주특별자치도 제주시 조천읍 남조로 2393,064-757-5223,2020-01-02
제주시,아랑조아,제주특별자치도 제주시 조천읍 남조로 2397,064-784-0234,2020-01-02
제주시,먼나머루휴양펜션,제주특별자치도 제주시 조천읍 남조로 2528,064-782-9092,2020-01-02
제주시,절물앞동천펜션,제주특별자치도 제주시 조천읍 명림로 655-77,064-758-6565,2020-01-02
제주시,길섶나그네,제주특별자치도 제주시 조천읍 미래로 241,064-782-5971,2020-01-02
제주시,맥스,제주특별자치도 제주시 조천읍 번영로 1208-7,064-783-8817,2020-01-02
제주시,에코랜드 골프호텔,제주특별자치도 제주시 조천읍 번영로 1278-169,064-802-8000,2020-01-02
제주시,한라산도깨비게스트하우스,제주특별자치도 제주시 조천읍 번영로 1616-6,064-782-6655,2020-01-02
제주시,크라운 골프텔,제주특별자치도 제주시 조천읍 북선로 125,064-784-4811,2020-01-02
제주시,크라운컨트리클럽골프빌리지,제주특별자치도 제주시 조천읍 북선로 125,064-784-4811,2020-01-02
제주시,파크비치,제주특별자치도 제주시 조천읍 북촌1길 58,064-784-3311,2020-01-02
제주시,바다마을휴양펜션,제주특별자치도 제주시 조천읍 북촌서길 22,064-784-1355,2020-01-02
제주시,스위트캐슬,제주특별자치도 제주시 조천읍 신북로 443,064-783-8899,2020-01-02
제주시,라마다바이윈덤제주더함덕호텔,제주특별자치도 제주시 조천읍 신북로 470,064-793-5500,2020-01-02
제주시,제주선샤인호텔,제주특별자치도 제주시 조천읍 신북로 481-9,064-784-2525,2020-01-02
제주시,큰돈물,제주특별자치도 제주시 조천읍 신북로 491-1,064-783-6460,2020-01-02
제주시,소곤닥하우스,제주특별자치도 제주시 조천읍 신북로 497,064-743-6003,2020-01-02
제주시,해오름,제주특별자치도 제주시 조천읍 신북로 523,064-782-1552,2020-01-02
제주시,함덕장모텔,제주특별자치도 제주시 조천읍 신북로 546,064-782-7511,2020-01-02
제주시,소노벨타워에이비제주,제주특별자치도 제주시 조천읍 신북로 577,064-780-5023,2020-01-02
제주시,소노벨타워씨제주,제주특별자치도 제주시 조천읍 신북로 577,064-780-5040,2020-01-02
제주시,힐하우스,제주특별자치도 제주시 조천읍 신북로 621,064-782-8661,2020-01-02
제주시,브리코텔,제주특별자치도 제주시 조천읍 신북로 661,,2020-01-02
제주시,삼육구,제주특별자치도 제주시 조천읍 와흘로 369,064-726-5566,2020-01-02
제주시,제주레포츠랜드주식회사,제주특별자치도 제주시 조천읍 와흘상서2길 47,064-784-8800,2020-01-02
제주시,북촌플레이스Ⅱ,제주특별자치도 제주시 조천읍 일주동로 1435,,2020-01-02
제주시,북촌플레이스Ⅰ,제주특별자치도 제주시 조천읍 일주동로 1437,,2020-01-02
제주시,캐슬풀리조트,제주특별자치도 제주시 조천읍 일주동로 1579,064-782-6522,2020-01-02
제주시,도담촌,제주특별자치도 제주시 조천읍 일주동로 1594,070-4111-0646,2020-01-02
제주시,(주)사조그랜드리조트,제주특별자치도 제주시 조천읍 일주동로 1616-7,064-782-8600,2020-01-02
제주시,제주도한달살기,제주특별자치도 제주시 조천읍 조천9길 10,064-742-9006,2020-01-02
제주시,(주)아이미제주비치호텔,제주특별자치도 제주시 조천읍 조함해안로 474,064-780-0000,2020-01-02
제주시,포엠하우스,제주특별자치도 제주시 조천읍 조함해안로 476-1,064-759-0109,2020-01-02
제주시,바리스테이,제주특별자치도 제주시 조천읍 조함해안로 476-3,064-902-9952,2020-01-02
제주시,풍경채,제주특별자치도 제주시 조천읍 조함해안로 482-1,064-784-4242,2020-01-02
제주시,(주)오션그랜드호텔,제주특별자치도 제주시 조천읍 조함해안로 490,064-783-0007,2020-01-02
제주시,비치스토리호텔,제주특별자치도 제주시 조천읍 조함해안로 492-5,064-784-7400,2020-01-02
제주시,유탑 유블레스호텔 제주,제주특별자치도 제주시 조천읍 조함해안로 502,064-780-9300,2020-01-02
제주시,아트스테이함덕비치,제주특별자치도 제주시 조천읍 조함해안로 504,064-801-9999,2020-01-02
제주시,스파벨리스,제주특별자치도 제주시 조천읍 종인내길 133,064-758-0029,2020-01-02
제주시,트레비앙,제주특별자치도 제주시 조천읍 중산간동로 1364,,2020-01-02
제주시,와흘팽나무집,제주특별자치도 제주시 조천읍 중산간동로 456,,2020-01-02
제주시,유성여관,제주특별자치도 제주시 조천읍 함덕13길 9,064-783-8040,2020-01-02
제주시,제주라마다서우봉비치,제주특별자치도 제주시 조천읍 함덕6길 10,064-731-5000,2020-01-02
제주시,마이다스레지던스,제주특별자치도 제주시 조천읍 함덕8길 13-1,064-784-6790,2020-01-02
제주시,스테이위드함덕,제주특별자치도 제주시 조천읍 함덕로 10,,2020-01-02
제주시,내츄럴하우스,제주특별자치도 제주시 조천읍 함와로 424,064-747-4639,2020-01-02
제주시,제주스카이라인휴양펜션,제주특별자치도 제주시 주르레남길 19,064-747-1570,2020-01-02
제주시,한울타리,제주특별자치도 제주시 중앙로 143,064-722-0763,2020-01-02
제주시,(주)칼호텔네트워크(제주KAL호텔),제주특별자치도 제주시 중앙로 151,064-720-6610,2020-01-02
제주시,금동,제주특별자치도 제주시 중앙로 178-1,064-722-4695,2020-01-02
제주시,광명,제주특별자치도 제주시 중앙로 186-2,064-753-1659,2020-01-02
제주시,오르다게스트하우스,제주특별자치도 제주시 중앙로 192,064-752-1144,2020-01-02
제주시,뷰띠끄 헤르츠 호텔,제주특별자치도 제주시 중앙로 252,064-805-9800,2020-01-02
제주시,남경씨티호텔,제주특별자치도 제주시 중앙로 28,064-752-3301,2020-01-02
제주시,라마다제주시티호텔,제주특별자치도 제주시 중앙로 304,,2020-01-02
제주시,농땡이연구소,제주특별자치도 제주시 중앙로 49,,2020-01-02
제주시,에노스호텔,제주특별자치도 제주시 중앙로12길 35,064-751-0061,2020-01-02
제주시,제주스스토리인제주,제주특별자치도 제주시 중앙로12길 5,064-757-3796,2020-01-02
제주시,세안,제주특별자치도 제주시 중앙로14길 28,064-752-8599,2020-01-02
제주시,남일,제주특별자치도 제주시 중앙로14길 30,064-722-5623,2020-01-02
제주시,알앤티호텔,제주특별자치도 제주시 중앙로14길 30-1,064-721-1414,2020-01-02
제주시,만금,제주특별자치도 제주시 중앙로15길 6,064-722-0687,2020-01-02
제주시,오형,제주특별자치도 제주시 중앙로15길 8-1,064-722-2310,2020-01-02
제주시,제주타워,제주특별자치도 제주시 중앙로1길 12,064-753-9003,2020-01-02
제주시,글로벌,제주특별자치도 제주시 중앙로1길 14-1,064-756-5943,2020-01-02
제주시,베드라디오동문점,제주특별자치도 제주시 중앙로1길 41-1,064-753-0400,2020-01-02
제주시,한성,제주특별자치도 제주시 중앙로22길 3,064-722-0519,2020-01-02
제주시,싱글스토리,제주특별자치도 제주시 중앙로23길 24-6,064-725-1663,2020-01-02
제주시,수와정,제주특별자치도 제주시 중앙로25길 7,064-751-8858,2020-01-02
제주시,호호네작은하우스,제주특별자치도 제주시 중앙로2길 11,064-756-1746,2020-01-02
제주시,석류,제주특별자치도 제주시 중앙로2길 21,,2020-01-02
제주시,제주담스테이,제주특별자치도 제주시 중앙로2길 35-1,064-722-3909,2020-01-02
제주시,태경,제주특별자치도 제주시 중앙로2길 39,064-752-3113,2020-01-02
제주시,해짓골,제주특별자치도 제주시 중앙로3길 1,,2020-01-02
제주시,정원,제주특별자치도 제주시 중앙로3길 14,064-758-9805,2020-01-02
제주시,태양,제주특별자치도 제주시 중앙로3길 2,064-757-0948,2020-01-02
제주시,명승,제주특별자치도 제주시 중앙로3길 3,064-757-0635,2020-01-02
제주시,히트여관,제주특별자치도 제주시 중앙로3길 34,064-721-1265,2020-01-02
제주시,타기,제주특별자치도 제주시 중앙로5길 12,064-757-6345,2020-01-02
제주시,제주공항근처파티하는난장,제주특별자치도 제주시 중앙로5길 13,,2020-01-02
제주시,이꼬이,제주특별자치도 제주시 중앙로5길 18,070-8239-9408,2020-01-02
제주시,제주비전하우스,제주특별자치도 제주시 중앙로5길 3,,2020-01-02
제주시,씨에프모텔,제주특별자치도 제주시 중앙로7길 21-1,064-726-3230,2020-01-02
제주시,수진,제주특별자치도 제주시 중앙로7길 29-1,064-702-2403,2020-01-02
제주시,탑모텔,제주특별자치도 제주시 중앙로8길 5,064-753-8001,2020-01-02
제주시,추자바다25시,제주특별자치도 제주시 추자면 묵리2길 48,064-742-2724,2020-01-02
제주시,태흥여관,제주특별자치도 제주시 추자면 추자로 34,064-712-5600,2020-01-02
제주시,여정여관,제주특별자치도 제주시 추자면 추자로 4-1,064-742-3512,2020-01-02
제주시,추자풀하우스,제주특별자치도 제주시 추자면 추자로 50,064-742-8881,2020-01-02
제주시,해변장 여관,제주특별자치도 제주시 추자면 추자로 532,064-742-8092,2020-01-02
제주시,뉴추자아일랜드,제주특별자치도 제주시 추자면 추자로 581-6,064-744-0533,2020-01-02
제주시,황재여관,제주특별자치도 제주시 추자면 추자로 70,064-742-7507,2020-01-02
제주시,우성,제주특별자치도 제주시 칠성로길 37-1,064-722-3070,2020-01-02
제주시,제일,제주특별자치도 제주시 칠성로길 37-4,064-752-5550,2020-01-02
제주시,칠성,제주특별자치도 제주시 칠성로길 44-3,064-751-5701,2020-01-02
제주시,제주비치호텔,제주특별자치도 제주시 탑동로 17,064-727-0027,2020-01-02
제주시,해광,제주특별자치도 제주시 탑동로 29,064-702-6775,2020-01-02
제주시,제주오리엔탈,제주특별자치도 제주시 탑동로 47,064-754-8812,2020-01-02
제주시,제주서울,제주특별자치도 제주시 탑동로 5,064-752-2211,2020-01-02
제주시,더케이제주호텔(주)라마다프라자제주호텔,제주특별자치도 제주시 탑동로 66,064-729-8251,2020-01-02
제주시,제주팔레스개발(주),제주특별자치도 제주시 탑동로 9,064-753-8811,2020-01-02
제주시,디룸,제주특별자치도 제주시 탑동로2길 3,,2020-01-02
제주시,은정,제주특별자치도 제주시 탑동로3길 4,064-722-3187,2020-01-02
제주시,주식회사 오션스위츠,제주특별자치도 제주시 탑동해안로 74,064-720-6000,2020-01-02
제주시,메모리,제주특별자치도 제주시 평전1길 1,064-753-0865,2020-01-02
제주시,비앤비,제주특별자치도 제주시 평전길 2-2,064-755-1914,2020-01-02
제주시,아이지에이치,제주특별자치도 제주시 한경면 금등3길 25,064-772-3340,2020-01-02
제주시,감귤향기,제주특별자치도 제주시 한경면 금등대안1길 81,,2020-01-02
제주시,섬풍경휴양폔션,제주특별자치도 제주시 한경면 노을해안로 1203-1,,2020-01-02
제주시,호텔감귤향기,제주특별자치도 제주시 한경면 두조로 307,064-751-5599,2020-01-02
제주시,라온골프클럽휴양콘도미니엄,제주특별자치도 제주시 한경면 용금로 998,064-795-1000,2020-01-02
제주시,금단영,제주특별자치도 제주시 한경면 일주서로 4466,064-772-1579,2020-01-02
제주시,판포어촌계,제주특별자치도 제주시 한경면 일주서로 4542,064-772-1559,2020-01-02
제주시,틸다하우스,제주특별자치도 제주시 한경면 중산간서로 3367-1,064-773-0033,2020-01-02
제주시,메가리조트제주,제주특별자치도 제주시 한경면 판포1길 6,064-773-0700,2020-01-02
제주시,제주또올레,제주특별자치도 제주시 한경면 판포2길 44,064-772-1241,2020-01-02
제주시,부띠끄풀빌라나미브,제주특별자치도 제주시 한경면 판포4길 41-41,064-773-1684,2020-01-02
제주시,(주)푸른콘도,제주특별자치도 제주시 한림읍 귀덕6길 146,064-796-0657,2020-01-02
제주시,허브인휴양펜션,제주특별자치도 제주시 한림읍 귀덕6길 92-17,064-796-6634,2020-01-02
제주시,에코그린펜션,제주특별자치도 제주시 한림읍 귀덕6길 92-9,064-796-8555,2020-01-02
제주시,에코그린리조트,제주특별자치도 제주시 한림읍 귀덕6길 94,064-796-8333,2020-01-02
제주시,물뜰에쉼팡리조트,제주특별자치도 제주시 한림읍 귀덕로 73,064-796-0505,2020-01-02
제주시,그린비치,제주특별자치도 제주시 한림읍 금능길 92,064-796-1051,2020-01-02
제주시,웨스턴호텔,제주특별자치도 제주시 한림읍 금능남1길 6-1,064-796-5000,2020-01-02
제주시,라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,064-795-3000,2020-01-02
제주시,호텔라온제주,제주특별자치도 제주시 한림읍 금능남로 127,064-795-3000,2020-01-02
제주시,(주)블랙스톤리조트,제주특별자치도 제주시 한림읍 금악리 산 54 ,064-795-2126,2020-01-02
제주시,포에마,제주특별자치도 제주시 한림읍 명월로 13,,2020-01-02
제주시,제주힐리조트,제주특별자치도 제주시 한림읍 명월성로 394,064-796-2400,2020-01-02
제주시,스웨덴,제주특별자치도 제주시 한림읍 명재로 100-45,064-796-3721,2020-01-02
제주시,스웨덴호스텔,제주특별자치도 제주시 한림읍 명재로 100-47,064-796-9779,2020-01-02
제주시,한영장,제주특별자치도 제주시 한림읍 사가길 5,064-796-3115,2020-01-02
제주시,아길라호텔,제주특별자치도 제주시 한림읍 옹포2길 10,064-798-7700,2020-01-02
제주시,제주발리리조트,제주특별자치도 제주시 한림읍 일주서로 5083-5,064-796-8235,2020-01-02
제주시,홍익제주호텔,제주특별자치도 제주시 한림읍 일주서로 5125,064-723-5801,2020-01-02
제주시,썬하우스,제주특별자치도 제주시 한림읍 일주서로 5556,064-796-8250,2020-01-02
제주시,제주일성콘도미니엄,제주특별자치도 제주시 한림읍 한림로 127,064-796-8400,2020-01-02
제주시,제주담스파빌,제주특별자치도 제주시 한림읍 한림로 162,064-799-2020,2020-01-02
제주시,일성제주콘도,제주특별자치도 제주시 한림읍 한림로 239,064-796-8400,2020-01-02
제주시,아신스카이호텔,제주특별자치도 제주시 한림읍 한림로 245,064-796-7800,2020-01-02
제주시,엘케이호텔,제주특별자치도 제주시 한림읍 한림로 245-5,064-796-5595,2020-01-02
제주시,수평선,제주특별자치도 제주시 한림읍 한림로 328,,2020-01-02
제주시,리벤시아,제주특별자치도 제주시 한림읍 한림로 33,064-805-0020,2020-01-02
제주시,블루스프링부띠끄호텔,제주특별자치도 제주시 한림읍 한림로 330,,2020-01-02
제주시,르메인호텔,제주특별자치도 제주시 한림읍 한림로 392,,2020-01-02
제주시,제일여관,제주특별자치도 제주시 한림읍 한림로 633-1,064-796-0607,2020-01-02
제주시,육칠오팔,제주특별자치도 제주시 한림읍 한림로 648,,2020-01-02
제주시,호텔한림항,제주특별자치도 제주시 한림읍 한림로 656,064-796-8620,2020-01-02
제주시,한수장여관,제주특별자치도 제주시 한림읍 한림로 663,064-796-0838,2020-01-02
제주시,탐라여인숙,제주특별자치도 제주시 한림읍 한림로 685-10,064-796-4928,2020-01-02
제주시,더퍼스트호스텔,제주특별자치도 제주시 한림읍 한림로 695,064-796-6950,2020-01-02
제주시,영일여관,제주특별자치도 제주시 한림읍 한림로 697,064-796-2346,2020-01-02
제주시,주식회사 블루하와이호텔,제주특별자치도 제주시 한림읍 한림로 75,064-796-8191,2020-01-02
제주시,블루하와이,제주특별자치도 제주시 한림읍 한림로 77,064-773-0800,2020-01-02
제주시,스카이호텔,제주특별자치도 제주시 한림읍 한림로 917,064-796-7900,2020-01-02
제주시,명성여관,제주특별자치도 제주시 한림읍 한림로12길 3,064-796-5454,2020-01-02
제주시,지엠제이,제주특별자치도 제주시 한림읍 한림로15길 2,064-796-8377,2020-01-02
제주시,삼성여관,제주특별자치도 제주시 한림읍 한림로15길 5,064-796-3578,2020-01-02
제주시,창흥장,제주특별자치도 제주시 한림읍 한림로17길 12,064-796-2330,2020-01-02
제주시,태양여관,제주특별자치도 제주시 한림읍 한림로17길 3,064-796-2025,2020-01-02
제주시,중앙여인숙,제주특별자치도 제주시 한림읍 한림로17길 4,064-796-8111,2020-01-02
제주시,한림명동,제주특별자치도 제주시 한림읍 한림로19길 5,064-796-3421,2020-01-02
제주시,소담여관,제주특별자치도 제주시 한림읍 한림로19길 7,064-796-1507,2020-01-02
제주시,영주,제주특별자치도 제주시 한림읍 한림로19길 9,064-796-2991,2020-01-02
제주시,한라모텔,제주특별자치도 제주시 한림읍 한림로3길 10-9,064-796-7942,2020-01-02
제주시,예준,제주특별자치도 제주시 한림읍 한림로8길 18,064-796-8878,2020-01-02
제주시,세론여관,제주특별자치도 제주시 한림읍 한림북동길 22,064-796-7575,2020-01-02
제주시,약속여인숙,제주특별자치도 제주시 한림읍 한림북동길 25-2,064-796-4928,2020-01-02
제주시,뉴월드여관,제주특별자치도 제주시 한림읍 한림북동길 26,064-796-6588,2020-01-02
제주시,비양도모텔,제주특별자치도 제주시 한림읍 한림해안로 134,064-796-5851,2020-01-02
제주시,자몽,제주특별자치도 제주시 한림읍 한림해안로 136,064-796-1121,2020-01-02
제주시,항구장여관,제주특별자치도 제주시 한림읍 한림해안로 144,064-796-1885,2020-01-02
제주시,삼만원,제주특별자치도 제주시 한림읍 한림해안로 160,064-796-4001,2020-01-02
제주시,이랜드파크켄싱턴리조트제주한림점,제주특별자치도 제주시 한림읍 한림해안로 530,064-796-9600,2020-01-02
제주시,대일장여관,제주특별자치도 제주시 한림읍 한수풀로 11,064-796-0603,2020-01-02
제주시,블랙스톤리조트,제주특별자치도 제주시 한림읍 한창로 925-122,064-795-2000,2020-01-02
제주시,카이,제주특별자치도 제주시 한림읍 협재2길 10,064-796-2428,2020-01-02
제주시,제주금강산콘도미니엄,제주특별자치도 제주시 한림읍 협재로 210-18,064-795-7800,2020-01-02
제주시,하모니리조트,제주특별자치도 제주시 한림읍 협재로 213,064-796-8441,2020-01-02
제주시,더제주리조트,제주특별자치도 제주시 한림읍 협재로 226,064-796-8191,2020-01-02
제주시,라 파로마 휴양펜션,제주특별자치도 제주시 한림읍 협재로 62,064-796-8121,2020-01-02
제주시,아덴힐리조트,제주특별자치도 제주시 한림읍 화전길 82,064-730-7023,2020-01-02
제주시,휴양펜션돌과바람,제주특별자치도 제주시 해안마을길 62,064-747-4574,2020-01-02
제주시,제주나인리조트,제주특별자치도 제주시 해안마을북길 14-5,064-722-2222,2020-01-02
제주시,샹그릴라 호텔,제주특별자치도 제주시 해안마을북길 14-6,064-743-8098,2020-01-02
제주시,캠퍼트리호텔앤리조트,제주특별자치도 제주시 해안마을서4길 100,064-795-8888,2020-01-02
제주시,레드월 호스텔,제주특별자치도 제주시 현사길 33,064-743-6444,2020-01-02
제주시,에바다호스텔,제주특별자치도 제주시 현사길 45,064-744-1398,2020-01-02
제주시,오름,제주특별자치도 제주시 홍랑길 4-4,064-757-4690,2020-01-02
제주시,힐링하우스,제주특별자치도 제주시 홍랑길 4-6,064-745-0600,2020-01-02
제주시,용연,제주특별자치도 제주시 흥운길 63-6,064-711-2661,2020-01-02
