"약국ID","주소","약국명","대표전화1","진료시간(월요일)C","진료시간(화요일)C","진료시간(수요일)C","진료시간(목요일)C","진료시간(금요일)C","진료시간(토요일)C","진료시간(일요일)C","진료시간(공휴일)C","진료시간(월요일)S","진료시간(화요일)S","진료시간(수요일)S","진료시간(목요일)S","진료시간(금요일)S","진료시간(토요일)S","진료시간(일요일)S","진료시간(공휴일)S","우편번호1","우편번호2","병원경도","병원위도","작업일시"
"C1102082","서울특별시 노원구 한글비석로 242 113호 114호 (중계동 삼부프라자)","건강과행복이열리는약국","02-933-9696","2000","2000","2000","2000","2000","2000","1900","2100","0900","0900","0900","0900","0900","0900","1200","1300","017","34","127.076973642943","37.6492349017795","2022-07-20 17:42:00.0"
"C1104841","서울특별시 동작구 흑석로 106-5 1층 (흑석동)","건강과행복이열리는중앙메디칼약국","02-811-1700","1830","1830","1830","1830","1830","1330","1900","2100","0830","0830","0830","0830","0830","0830","1200","1300","069","72","126.96145952444848","37.507892616494935","2022-07-20 17:42:00.0"
"C1104487","서울특별시 은평구 연서로 216 (대조동)","건강밝은약국","02-388-4253","1900","1900","1900","1900","1900","1600","1300","1300","0900","0900","0900","0900","0900","0900","1000","1000","033","85","126.9201190223534","37.61780064921178","2022-07-20 17:42:00.0"
"C1104109","서울특별시 중구 서소문로 12 (중림동)","건강백세약국","02-392-7855","2200","2200","2200","2200","2200","1600","1300","2100","0900","0900","0900","0900","0900","0900","1000","0900","045","03","126.96333961782","37.558960508078","2022-07-20 17:42:00.0"
"C1103955","서울특별시 강북구 솔매로 59 (미아동)","건강비타민약국","02-984-4777","2100","2100","2100","2100","2100","1600","2100","2100","0900","0900","0900","0900","0900","0900","0900","0900","011","27","127.01881233208826","37.62499150996813","2022-07-20 17:42:00.0"
"C1108360","서울특별시 은평구 갈현로 300 206호 (갈현동)","건강샘약국","02-356-6307","1830","1830","1830","1830","1830","1400","2100","2100","0900","0900","0900","0900","0900","0900","0900","0900","033","28","126.91742135654079","37.62360835912583","2022-07-20 17:42:00.0"
"C1107505","서울특별시 송파구 백제고분로 275 1층 (석촌동)","건강샘약국","070-8872-6902","2000","2000","2000","2000","2000","1500","2100","2100","0900","0900","0900","0900","0900","0900","0900","0900","056","13","127.09733756814594","37.502777131339975","2022-07-20 17:42:00.0"
"C1107939","서울특별시 노원구 동일로243길 33 1층 (상계동)","건강샘온누리약국","02-931-5688","2000","2000","2000","2000","2000","1600","2100","2100","0830","0830","0830","0830","0830","0830","0900","0900","016","05","127.0531204639","37.6784447021","2022-07-20 17:42:00.0"
"C1102052","서울특별시 구로구 경인로 661  (신도림동)","건강샘온누리약국","02-3439-8373","1930","1930","1930","1930","1930","1630","2100","2100","0930","0930","0930","0930","0930","0930","0900","0900","082","08","126.8869872307475","37.509048584371186","2022-07-20 17:42:00.0"
"C1107231","서울특별시 강서구  까치산로  73 1층 (화곡동)","건강샘온누리약국","02-2062-0155","2100","2100","2100","2100","2100","2100","2100","2100","0900","0900","0900","0900","0900","0900","0900","0900","076","79","126.84695167782098","37.54524536594884","2022-07-20 17:42:00.0"
"C1103329","서울특별시 관악구 남부순환로 1539 (신림동)","건강약국","02-855-2883","2200","2200","2200","2200","2200","2200","2100","2100","0900","0900","0900","0900","0900","0900","0900","0900","087","63","126.92158746723017","37.48340063112596","2022-07-20 17:42:00.0"
"C1102971","서울특별시 도봉구 도당로 109 방학동상가주택 1층 102호 (방학동)","건강약국","02-3492-3588","2100","2100","2100","2100","2100","2100","2100","2100","0900","0900","0900","0900","0900","0900","0900","0900","013","53","127.038602111789","37.666835278293","2022-07-20 17:42:00.0"
"C1102968","서울특별시 성북구 동소문로 71 (동소문동6가)","건강약국","02-935-7971","2000","2000","2000","2000","2000","1800","2100","2100","0900","0900","0900","0900","0900","0900","0900","0900","028","30","127.01318891301398","37.592083857796375","2022-07-20 17:42:00.0"
"C1106961","서울특별시 동작구 만양로 5 (상도동)","건강약국","02-3280-2828","2100","2100","2100","2100","2100","1530","2100","2100","0900","0900","0900","0900","0900","0930","0900","0900","069","21","126.9465228644","37.5053856088","2022-07-20 17:42:00.0"
"C1102974","서울특별시 동대문구 왕산로 176 2층 (전농동)","건강약국","02-2282-4830","2000","2000","2000","2000","2000","1500","2100","2100","0800","0800","0800","0800","0800","0800","0900","0900","025","59","127.04292415959611","37.579165115464995","2022-07-20 17:42:00.0"
"C1102053","서울특별시 마포구 방울내로 70 (망원동)","건강약국","02-333-2090","2100","2100","2100","2100","2100","1300","2100","2100","0900","0900","0900","0900","0900","0900","0900","0900","039","64","126.90331683059873","37.56008493078724","2022-07-20 17:42:00.0"
"C1109267","서울특별시 서대문구 가재울로6길 53-61 1층 (남가좌동)","건강약국","02-373-4439","1830","1830","1830","1830","1830","1430","2100","2100","0900","0900","0900","0900","0900","0900","0900","0900","036","92","126.923053081057","37.5767034421556","2022-07-20 17:42:00.0"
"C1102039","서울특별시 노원구 화랑로 463 (공릉동)","건강약국","02-978-7597","1900","1900","1900","1900","1900","1600","2100","2100","0900","0900","0900","0900","0900","0900","0900","0900","018","03","127.07864990629338","37.618997986154554","2022-07-20 17:42:00.0"
"C1102967","서울특별시 종로구 혜화로 2 1층 (혜화동)","건강약국","02-764-9918","1900","1900","1900","1900","1900","1300","2100","2100","0900","0900","0900","0900","0900","0900","0900","0900","030","76","127.0008921714822","37.586087588303926","2022-07-20 17:42:00.0"
"C1103846","서울특별시 중랑구 신내로 135 신내9단지아파트 제상가1동 1층 117호 (신내동)","건강약국","02-3421-7582","1830","1830","1830","1830","1830","1300","2100","2100","0900","0900","0900","0900","0900","0900","0900","0900","020","26","127.09584802788355","37.611384535819134","2022-07-20 17:42:00.0"
"C1102054","서울특별시 양천구 곰달래로5길 30","건강약국","02-2697-0485","2030","2030","2030","2030","2030","2000","2100","2000","0900","0900","0900","0900","0900","0900","0900","0900","079","22","126.833462475964","37.53242836499052","2022-07-20 17:42:00.0"
"C1102970","서울특별시 영등포구 당산로 164 (당산동4가)","건강약국","02-2631-6396","2130","2130","2130","2130","2130","2130","2100","1400","0830","0830","0830","0830","0830","0830","0900","0830","072","20","126.89834741215978","37.52900710399078","2022-07-20 17:42:00.0"
"C1108684","서울특별시 송파구 백제고분로 162 대양빌딩 1층 103호 (잠실동)","건강약국","02-424-3223","1830","1830","1830","1830","1830","1300","2100","1400","0900","0900","0900","0900","0900","0900","0900","0830","055","76","127.084715193777","37.5049982850135","2022-07-20 17:42:00.0"
"C1103196","서울특별시 동작구 상도로 202 (상도동)","건강온누리약국","02-815-1120","2100","2100","2100","2100","2100","2000","2000","2000","0800","0800","0800","0800","0800","0900","0900","0900","069","64","126.94108548793345","37.504950532939965","2022-07-20 17:42:00.0"
"C1104271","서울특별시 양천구 오목로 350","건강온누리약국","02-2645-5538","1900","1900","1900","1900","1900","1600","2000","2000","0900","0900","0900","0900","0900","0900","0900","0900","080","07","126.87629209185309","37.52414915094658","2022-07-20 17:42:00.0"
"C1100893","서울특별시 강서구 곰달래로 271 (화곡동)","건강온누리약국","02-2642-0012","1930","1930","1930","1930","1930","1600","2000","2000","0930","0930","0930","0930","0930","0930","0900","0900","077","41","126.86315652348365","37.53251070814602","2022-07-20 17:42:00.0"
"C1102043","서울특별시 강남구 삼성로 212","건강온누리약국","02-562-1377","2000","2000","2000","2000","2000","1800","2000","2000","0900","0900","0900","0900","0900","0900","0900","0900","062","84","127.0639607793558","37.49533107603643","2022-07-20 17:42:00.0"
"C1102063","서울특별시 구로구 고척로21나길 18 (개봉동)","건강온누리약국","02-2625-3337","2100","2100","2100","2100","2100","2100","1600","2000","0900","0900","0900","0900","0900","0900","1300","0900","152","802","126.84467519224413","37.50286591597262","2022-07-20 17:42:00.0"
"C1104249","서울특별시 영등포구 신풍로 113","건강온누리약국","02-831-6008","2000","2000","2000","2000","2000","1700","1600","2000","1000","1000","1000","1000","1000","1000","1300","0900","073","92","126.91884002345923","37.50015521220829","2022-07-20 17:42:00.0"
"C1107773","서울특별시 관악구 남부순환로 1715 101호 (봉천동 신우빌딩)","건강온누리약국","070-7740-3349","2100","2100","2100","2100","2100","1600","1600","2000","0900","0900","0900","0900","0900","0900","1300","0900","087","57","126.9408901169","37.4830379538","2022-07-20 17:42:00.0"
"C1101934","서울특별시 강남구 봉은사로114길 42 (삼성동)","강남소화약국","02-556-8357","1200","1200","1200","1200","1200","2100","1900","1900","0900","0900","0900","0900","0900","0900","1030","1030","061","72","127.0653266415","37.512169621","2021-09-23 18:10:45.0"
"C1102064","서울특별시 도봉구 해등로 190 (쌍문동)","건강제일녹십자약국","02-906-1024","1900","1900","1900","1900","1900","1900","1800","2000","0900","0900","0900","0900","0900","0900","0900","0900","013","94","127.03562393260256","37.65825851400389","2022-07-20 17:42:00.0"
"C1104829","서울특별시 중랑구 동일로 786 1층 (중화동)","건강제일온누리약국","02-491-1114","2000","2000","2000","2000","2000","1500","1800","2000","0900","0900","0900","0900","0900","0900","0900","0900","020","88","127.07998501080421","37.600717823805006","2022-07-20 17:42:00.0"
"C1107256","서울특별시 강동구 아리수로93길 27","건강플러스약국","02-427-8056","2100","2100","2100","2100","2100","2100","1800","2000","0900","0900","0900","0900","0900","0900","0900","0900","052","11","127.1738171036809","37.56562239138539","2022-07-20 17:42:00.0"
"C1102801","서울특별시 노원구 상계로1길 38 (상계동)","건강플러스약국","02-935-5347","2100","2100","2100","2100","2100","2200","1300","2000","0900","0900","0900","0900","0900","0900","0900","0900","016","93","127.0617030240227","37.6577009163017","2022-07-20 17:42:00.0"
"C1103687","서울특별시 금천구 시흥대로 391  (독산동)","건강플러스약국","02-890-8058","2200","2200","2200","2200","2200","2200","2230","2230","1000","1000","1000","1000","1000","1000","1000","1000","085","84","126.89688726043005","37.468663675397984","2022-07-20 17:42:00.0"
"C1102923","서울특별시 영등포구 국제금융로 108 (여의도동은하빌딩 1층)","건강한세상대한약국","02-786-1091","1900","1900","1900","1900","1900","1330","2230","2230","0900","0900","0900","0900","0900","0830","1000","1000","150","895","126.93354102069799","37.51871387335588","2022-07-20 17:42:00.0"
"C1103227","서울특별시 종로구 새문안로 21 123지하1층 (평동)","건강한세상약국","02-733-7870","1800","1800","1800","1800","1800","1300","2230","2230","0900","0900","0900","0900","0900","0900","1000","1000","031","81","126.967858333333339","37.567486111111108","2022-07-20 17:42:00.0"
"C1103554","서울특별시 성북구 동소문로42길 14 1층 (하월곡동)","건강한약국","02-916-6445","2000","2000","2000","2000","2000","2000","2230","2230","0900","0900","0900","0900","0900","0900","1000","1000","027","34","127.02778236457385","37.60572593529189","2022-07-20 17:42:00.0"
"C1102917","서울특별시 용산구 효창원로93길 2 (청파동2가)","건강한약국","02-3273-0750","2100","2100","2100","2100","2100","1700","2230","2230","0900","0900","0900","0900","0900","0900","1000","1000","043","11","126.963238888888895","37.548558333333332","2022-07-20 17:42:00.0"
"C1102916","서울특별시 금천구 남부순환로 1384","건강한약국","02-866-1191","2100","2100","2100","2100","2100","1600","2230","2230","0900","0900","0900","0900","0900","0900","1000","1000","085","47","126.90445441148667","37.47972400374408","2022-07-20 17:42:00.0"
"C1107212","서울특별시 동대문구 왕산로32길 7 4층 6호 (용두동)","건강한약국","02-957-9784","1900","1900","1900","1900","1900","1500","2230","1300","0800","0800","0800","0800","0800","0800","1000","0800","025","60","127.04179660921798","37.57872808516668","2022-07-20 17:42:00.0"
"C1107707","서울특별시 성동구 왕십리로 320-1 1층 (도선동)","건강한약국","02-2231-8803","2000","2000","2000","2000","2000","1700","2230","1300","0800","0800","0800","0800","0800","0800","1000","0800","047","09","127.03418602132442","37.56232160814593","2022-07-20 17:42:00.0"
"C1107528","서울특별시 노원구 석계로9길 25 1층 오른쪽점포호 (월계동)","건강한약국","02-919-1206","2200","2200","2200","2200","2200","2100","2100","2100","0900","0900","0900","0900","0900","0900","1300","0900","019","02","127.06293086689172","37.61694595734923","2022-07-20 17:42:00.0"
"C1102888","서울특별시 은평구 진관2로 57-7 B105호 (진관동 은평뉴타운우물골)","건강한약국","02-352-1658","1800","1800","1800","1800","1800","1300","1300","2100","0900","0900","0900","0900","0900","0900","0900","0900","033","06","126.9232372329","37.6343736649","2022-07-20 17:42:00.0"
"C1108534","서울특별시 강남구 압구정로34길 11 압구정스퀘어 105호 (신사동)","건강한온누리약국","02-2268-4582","1900","1900","1900","1900","1900","1400","1300","2100","0900","0900","0900","0900","0900","0900","0900","0900","060","23","127.03097525085882","37.527378139953655","2022-07-20 17:42:00.0"
"C1103192","서울특별시 강서구 가로공원로82길 41-8","건강한온누리약국","02-2606-0012","2100","2100","2100","2100","2100","2100","1300","2100","0900","0900","0900","0900","0900","0900","0900","0900","077","65","126.84086842234854","37.53561016519547","2022-07-20 17:42:00.0"
