,사업장명,도로명주소,경도,위도,geometry
195,동대문연약국,서울특별시 종로구 종로 272 동대문종합시장 신관 신관동 지하1층 018호 (종로6가),200647.01325068,452054.764927519,POINT (956307.6866371991 1952494.0330367584)
196,광화문123약국,서울특별시 종로구 삼봉로 44 1층 (청진동),198134.379750231,452229.772481037,POINT (953796.9854149588 1952682.3726690817)
197,신아산약국,서울특별시 종로구 종로 255-2 1층 (종로5가),200482.011155712,452115.996241582,POINT (956143.076930249 1952556.1199872785)
198,세검정약국,서울특별시 종로구 세검정로6길 104 1층 (신영동),196557.462118676,455479.388346619,POINT (952238.0298929807 1955939.117455223)
199,새명성약국,서울특별시 종로구 새문안로 85 1층 (신문로1가),197643.965207382,452015.02340447,POINT (953305.6196128584 1952470.3243570286)
200,송이약국,서울특별시 종로구 종로 19 르메이에르종로타운1 2층 206-1호 (종로1가),198150.300374121,452019.212642931,POINT (953811.7766649583 1952471.811345344)
201,굿모닝약국,서울특별시 종로구 경교장길 35 3137호 (평동 경희궁자이 3단지),196992.0,451805.0,POINT (952652.7919471192 1952263.8612373848)
202,대한약국,서울특별시 종로구 대학로5길 57 12층 (연건동),200069.158005428,453035.523086753,POINT (955735.2932089735 1953477.4825731667)
203,보배종로약국,서울특별시 종로구 종로 226-1(종로5가),200192.858976446,452053.79706169,POINT (955853.7082463951 1952495.4878316137)
204,바른약국,서울특별시 종로구 대학로 89 대학로빌딩 1층 (연건동),200089.004472863,452986.206777353,POINT (955754.8686868548 1953428.080035341)
205,시온약국,서울특별시 종로구 종로 241-1(종로5가),200349.569785368,452115.859263607,POINT (956010.6876257602 1952556.6894613835)
206,삼원온누리약국,서울특별시 종로구 새문안로 103-1 1층 1호 (신문로1가),197826.356739032,452021.760313896,POINT (953487.9748997507 1952476.085794995)
207,일등약국,서울특별시 종로구 경교장길 35 상가동 31483149호 (평동 경희궁자이 3단지),196992.0,451805.0,POINT (952652.7919471192 1952263.8612373848)
208,위드팜삼정바로약국,서울특별시 종로구 경교장길 35 315231533154호 (평동 경희궁자이 3단지),196992.0,451805.0,POINT (952652.7919471192 1952263.8612373848)
209,유한약국,서울특별시 종로구 종로 230-2 1층 (종로5가),200231.022222263,452054.748716233,POINT (955891.8613630574 1952496.2355595056)
210,호수약국,서울특별시 종로구 삼봉로 57 호수빌딩 지하1층 (수송동),198205.621520751,452254.217603167,POINT (953868.3293458492 1952706.4281120598)
211,북촌약국,서울특별시 종로구 율곡로3길 71 1층 (소격동),198342.156491745,452939.521265312,POINT (954008.4657710533 1953390.7318223242)
212,서울혜화약국,서울특별시 종로구 대학로 123 1층 (명륜4가),200071.808723205,453314.712100549,POINT (955739.4322943905 1953756.5462314829)
213,일신약국,서울특별시 종로구 종로 224 1층 (종로5가),200156.418976973,452051.431532975,POINT (955817.2701469912 1952493.3176017127)
214,가람약국,서울특별시 종로구 사직로8길 4 301동 B127호 (사직동 광화문 풍림스페이스본),197181.393301659,452458.826651573,POINT (952845.5977797852 1952916.4193966875)
215,유성약국,서울특별시 종로구 동호로 408 흥일빌딩 (종로5가),200127.51876762,452047.758449913,POINT (955788.3618590416 1952489.8001240334)
216,초원약국,서울특별시 종로구 자하문로 1 1층 1호 (내자동),197481.471092222,452670.000775205,POINT (953146.6833980492 1953125.9093526755)
217,당근약국,서울특별시 종로구 새문안로 83 1층 (신문로1가),197631.282164458,452015.754300092,POINT (953292.9454858924 1952471.1226098207)
218,정약국,서울특별시 종로구 종로 115 낙원빌딩 4층 403호 (종로3가),199088.104870893,452035.630756211,POINT (954749.2967158442 1952483.221069772)
219,삼정김약국,서울특별시 종로구 새문안로 19 지하층 (평동),197094.551652537,451683.728773742,POINT (952754.6563161561 1952142.0909755481)
220,믿음약국,서울특별시 종로구 종로 335-1 명제빌딩 지하1층 (창신동),201223.533789596,452304.752922139,POINT (956885.310392122 1952740.846219439)
221,창신종로약국,서울특별시 종로구 창신길 47 (창신동),200854.03612958,452385.186316144,POINT (956516.3893042307 1952823.2183526198)
222,백수약국,서울특별시 종로구 종로 233-1 신화빌딩 (종로5가),200259.754525539,452113.150872578,POINT (955920.8937134037 1952554.4611941366)
223,대명약국,서울특별시 종로구 종로 256-1 대명빌딩 1층 (종로5가),200484.521522387,452062.817107053,POINT (956145.3026580323 1952502.948669905)
224,금송약국,서울특별시 종로구 종로 226 송화빌딩 1층 (종로5가),200181.146934518,452053.510196786,POINT (955841.999340408 1952495.2635483432)
225,동화약국,서울특별시 종로구 창경궁로 234 동화빌딩 103호 (명륜4가),199799.941178077,453354.639847989,POINT (955467.8860057034 1953797.9084916927)
226,이화약국,서울특별시 종로구 대학로5길 53 1층 (연건동),200062.493106014,453031.503885438,POINT (955728.609522938 1953473.500527871)
227,종로엔약국,서울특별시 종로구 종로 65 103호 (종로2가),198572.839145325,452022.373156033,POINT (954234.1647963964 1952472.716953073)
228,교회옆약국,서울특별시 종로구 대학로5길 35 101호 201호 (연건동),199988.091498626,452967.930180689,POINT (955653.898402467 1953410.3490492816)
229,종각호약국,서울특별시 종로구 종로 80-2 삼양빌딩 1층 (종로2가),198731.246361041,451962.63614134,POINT (954392.1905575361 1952412.1587662431)
230,서울이약국,서울특별시 종로구 대학로5길 51 101호 (연건동),200046.202681404,453023.036456577,POINT (955712.2804153782 1953465.1233756875)
231,종로시장약국,서울특별시 종로구 종로 233 1층 (종로5가),200251.557612702,452106.084727571,POINT (955912.6623783471 1952547.4415847189)
232,늘푸른약국,서울특별시 종로구 새문안로 17 4.19기념도서관 2층 (평동),197076.316936233,451690.586861352,POINT (952736.4653787606 1952149.043604223)
233,한누리약국,서울특별시 종로구 새문안로5가길 33 한누리빌딩 1층 (내자동),197539.970819724,452504.064126045,POINT (953204.2748447075 1952959.726289393)
234,종로센트럴약국,서울특별시 종로구 종로 127-2 영흥빌딩 104호 (종로3가),199203.67320369,452045.441223018,POINT (954864.8714633195 1952492.4112428646)
235,하나약국,서울특별시 종로구 경교장길 35 상가동 3151호 (평동 경희궁자이 3단지),196992.0,451805.0,POINT (952652.7919471192 1952263.8612373848)
236,하늘약국,서울특별시 종로구 종로 19 르메이에르종로타운1 2층 226-2호 (종로1가),198150.300374121,452019.212642931,POINT (953811.7766649583 1952471.811345344)
237,참자연약국,서울특별시 종로구 송월길 99 1층 2156호 (홍파동 경희궁자이 2단지),196711.145267511,452114.866901807,POINT (952373.7007806759 1952575.1037522994)
238,보생약국,서울특별시 종로구 종로 197-2 (종로4가),199899.354998282,452086.312203005,POINT (955560.4945759263 1952529.5554605853)
239,예은약국,서울특별시 종로구 진흥로 456 1층 (구기동),196261.784318902,456061.273724198,POINT (951945.5746340774 1956522.351567633)
240,종로5가미래약국,서울특별시 종로구 종로 211-1 (종로5가),200040.644470695,452102.985729367,POINT (955701.8167239282 1952545.4687590362)
241,햇살약국,서울특별시 종로구 자하문로 58 1층 (창성동),197387.223410675,453217.903654969,POINT (953055.3958382873 1953674.0983242914)
242,메디칼약국,서울특별시 종로구 경교장길 35 3136호 (평동 경희궁자이 3단지),197039.322572702,451838.986580618,POINT (952700.2770947128 1952297.5820026046)
243,수약국,서울특별시 종로구 종로 33 지하1층 B104호 (청진동 그랑서울),198286.311784052,452091.444332546,POINT (953948.1194381743 1952543.2889728162)
244,올리브약국,서울특별시 종로구 새문안로 91 지하1층 (신문로1가 고려빌딩),197700.034013631,452022.503467072,POINT (953361.7061309025 1952477.5024104617)
245,플러스약국,서울특별시 종로구 종로 78 1층 (종로2가 미려빌딩),198696.792161159,451962.68240104,POINT (954357.7502753718 1952412.388770049)
246,안국온누리약국,서울특별시 종로구 삼일대로 461 101동 203호 (경운동 운현궁에스케이허브),198658.943470079,452604.254902527,POINT (954323.3386712358 1953053.9085650921)
247,튼튼약국,서울특별시 종로구 창경궁로34길 18-5 1층 (명륜2가),199992.660593748,453532.019573946,POINT (955661.4750408342 1953974.1894112688)
248,안국3층약국,서울특별시 종로구 율곡로 47 305호 (안국동),198565.677043996,452670.232135872,POINT (954230.4611830916 1953120.357129534)
249,따뜻한약국,서울특별시 종로구 종로 19 르메이에르종로타운1 304-1호 (종로1가),198226.418915,452367.18397,POINT (953889.7210524173 1952819.238777012)
250,송송약국,서울특별시 종로구 종로 19 르메이에르종로타운1 1층 116-1호 (종로1가),198150.300374121,452019.212642931,POINT (953811.7766649583 1952471.811345344)
251,메디팜삼현약국,서울특별시 종로구 새문안로3길 15 동원빌딩 1층 (당주동),197484.983910622,452162.304535024,POINT (953147.4867514878 1952618.3951794878)
252,파란문약국,서울특별시 종로구 송월길 155 상가동 41124113호 (교북동 경희궁자이 4단지),196563.0,452166.0,POINT (952225.8866933369 1952627.0068454072)
253,종로성지약국,서울특별시 종로구 돈화문로 지하 30 3호선 종로3가역 319-306호 (묘동),199214.362022069,452131.74440025,POINT (954876.0163462772 1952578.6231135759)
254,세화온누리약국,서울특별시 종로구 종로 86 보원빌딩 1층 (종로2가),198783.190624716,451962.306911298,POINT (954444.112451983 1952411.5526207036)
255,스타약국,서울특별시 종로구 대학로 146 혜화동씨티밸리 102-2호 (혜화동),200113.874740135,453549.526436303,POINT (955782.7343137002 1953991.0425961807)
256,금천약국,서울특별시 중구 남대문로1길 2 (북창동),197959.781471292,450999.098381857,POINT (953615.8928990026 1951453.1172230435)
257,대도약국,서울특별시 중구 퇴계로 183 (필동1가),199251.655928233,451004.196680407,POINT (954907.2821197713 1951451.3245962472)
258,서울왕약국,서울특별시 중구 남대문로 24-1(남창동),198030.035502382,450954.029304265,POINT (953685.8787808617 1951407.6913673955)
259,신당조은약국,서울특별시 중구 퇴계로 457 (황학동),201929.950414626,451483.144422232,POINT (957587.062556806 1951915.7987292493)
260,신정약국,서울특별시 중구 다산로 32 (신당동 남산타운),200750.455125653,449638.824308081,POINT (956398.2047803064 1950078.504760984)
261,홍신약국,서울특별시 중구 남대문로9길 40 센터플레이스(Center Place) 108-1호 (다동),198193.534402364,451650.955791238,POINT (953853.029502228 1952103.4698339533)
262,신중앙약국,서울특별시 중구 퇴계로 436 (신당동),201691.903143786,451465.657346612,POINT (957349.0172816922 1951899.5881431974)
263,왕자약국,서울특별시 중구 다산로36길 11 동산빌딩 (신당동),201362.695573425,451177.222462071,POINT (957018.4031802326 1951613.0241927023)
264,코코약국,서울특별시 중구 을지로 56 1층 (을지로2가),198515.399763419,451515.109154277,POINT (954174.0427923631 1951965.960505943)
265,왕솔약국,서울특별시 중구 남대문로 36 (회현동1가),198131.758199899,450938.245213797,POINT (953787.4770204808 1951391.3710998467)
266,자연주의약국,서울특별시 중구 다산로 90 1층 (신당동),200714.54816436,450003.889071909,POINT (956364.2583632458 1950443.615289139)
267,중앙약국,서울특별시 중구 을지로 251 1층 (을지로6가),200492.764851985,451583.836506034,POINT (956150.9881328448 1952024.1151103044)
268,올리브약국,서울특별시 중구 퇴계로 222 (필동2가),199610.44739416,451029.556650578,POINT (955266.0661805555 1951474.761232403)
269,좋은약국,서울특별시 중구 다산로 114-8 1층 (신당동),200875.293256646,450173.90940827,POINT (956525.8457714797 1950612.710770116)
270,하이약국,서울특별시 중구 명동9가길 12 3층 (을지로2가 메트로알이지),198511.857570517,451428.85442896,POINT (954170.0420076558 1951879.758881671)
271,웰니스약국,서울특별시 중구 명동10길 51 나인트리호텔 1층 (충무로2가),198695.658587016,451034.509517585,POINT (954351.6671810054 1951484.5902506127)
272,아이약국,서울특별시 중구 명동8가길 20 1층 (충무로2가),198708.130951224,451041.773245447,POINT (954364.1733307433 1951491.784586913)
273,동대문허브약국,서울특별시 중구 장충단로 263 밀리오레상가건물 13층 6호 (을지로6가),200664.582936542,451781.8683954,POINT (956323.793836345 1952221.151672385)
274,사랑약국,서울특별시 중구 청계천로 100 시그니쳐타워 지하1층 (수표동),198916.653480187,451694.842893728,POINT (954576.0958440743 1952143.4829767898)
275,기풍약국,서울특별시 중구 다산로40길 56 1층 (신당동),201615.311365592,451211.684850055,POINT (957271.101754968 1951646.1256920213)
276,기쁨이 넘치는 약국,서울특별시 중구 다산로39길 17 1층 (무학동),201254.235894981,451336.795866466,POINT (956910.837800577 1951773.112206711)
