데이터 추출일 : 2022-08-10 21:14:54
약국명,대표전화,도로명주소,지번주소,월요일,화요일,수요일,목요일,금요일,토요일,일요일,공휴일
초원온누리약국,02-3436-8743,"서울특별시 광진구 강변역로4길 10, 강변역지너스타워 307호 (구의동)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~18:00,,09:00~18:00
최현수약국,032-814-1333,인천광역시 연수구 비류대로 429 (연수동),인천광역시 연수구 연수1동 507-14,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,,
춘천대형약국,033-252-7585,강원도 춘천시 동면 한솔만천로 18,,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00
춘천백화점약국,033-261-8878,"강원도 춘천시 신동면 김유정로 1668, H동 1층",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
춘천태평양대형약국,033-818-1112,강원도 춘천시 동면 서부대성로 464,,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00
충무연세약국,041-532-2592,"충청남도 아산시 문화로 379, 나동 101호 (모종동)",,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,12:00~24:00,09:00~24:00,09:00~24:00
충주프라자약국,043-848-5720,충청북도 충주시 봉계1길 49,충청북도 충주시 칠금동 849,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00
치료의빛예은약국,02-388-9633,"서울특별시 광진구 동일로 74, 1층 102호 (자양동)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30
친절한약국,02-421-6251,서울특별시 송파구 올림픽로32길 13 (방이동),,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00,14:00~24:00,14:00~24:00
케어팜약국,031-555-5543,"경기도 남양주시 도농로 24, 지하1층 101호 (다산동, 부영애시앙상가)",,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
코끼리약국,02-420-2290,"서울특별시 송파구 석촌호수로 78 (잠실동, 1층 30호)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,11:00~22:30,11:00~22:30
큰길약국,02-553-1517,"서울특별시 강남구 강남대로 370, 지하1층 (역삼동)",,09:00~23:30,09:00~23:30,09:00~23:30,09:00~23:30,09:00~23:30,09:00~23:30,09:00~23:30,09:00~23:30
킴스백화점약국,031-979-8584,"경기도 고양시 덕양구 화신로260번길 51, 현창빌딩 1층 (화정동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,10:00~22:00,14:00~23:00
탄방우리약국,042-486-9911,"대전광역시 서구 문정로48번길 70, 1층 (탄방동)",,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~18:00,09:00~18:00,09:00~18:00
탑동보룡약국,064-726-4949,"제주특별자치도 제주시 탑동로 24 (삼도이동, 형화빌딩)",제주특별자치도 제주시 삼도2동 1261-13,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00
태광약국,063-463-3571,전라북도 군산시 대학로 414 ,전라북도 군산시 나운동  870-1 ,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00
태광약국,051-754-9921,부산광역시 연제구 과정로164번길 9,부산광역시 연제구 연산9동 469-16,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,13:00~23:00,09:00~23:00
태양약국,032-667-9700,"경기도 부천시 부천로 1, 부천역사쇼핑몰 4층 (심곡본동)",,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
태종약국,062-654-9975,"광주광역시 남구 봉선중앙로 51, 103호 (봉선동)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00,12:00~22:00,12:00~22:00
태평양약국,031-222-1413,"경기도 화성시 효행로 1069, 1층 105,106호 (진안동, 우성메디아)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30
태평양약국,02-322-8344,"서울특별시 마포구 홍익로 1, 1층 (서교동)",,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00
통영서울약국,055-646-8113,"경상남도 통영시 중앙로 334-1, 201호 (무전동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~18:00,09:00~13:00,09:00~18:00
튼튼약국,031-917-7582,"경기도 고양시 일산서구 중앙로 1426 (주엽동, 일송노블레스 208호일부)",,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~18:00,09:00~18:00,09:00~18:00
튼튼약국,041-352-4681,충청남도 당진시 당진중앙2로 113,충청남도 당진시 당진읍 223-4,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
파랑새약국,02-743-7735,"서울특별시 종로구 대학로 121, 1호, 2호 (명륜4가)",,08:30~22:50,08:30~22:50,08:30~22:50,08:30~22:50,08:30~22:50,,,14:00~22:50
팜플러스약국,053-766-9114,"대구광역시 수성구 동대구로 95 (두산동, (홈플러스 대구수성점 지하1층))",,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30
평촌마트약국,031-381-7218,"경기도 안양시 동안구 동안로 162, 지하 1층 (비산동)",경기도 안양시 동안구 비산동 1109-3,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30
평촌종로약국,031-385-9600,"경기도 안양시 동안구 평촌대로 141 (호계동, 트윈프라자 1층)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00,,09:00~21:00
평화약국,031-768-5952,"경기도 광주시 중앙로 85, 1층 (역동, 신흥빌딩)",,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~18:00,,09:00~18:00
포미약국,051-924-4242,"부산광역시 남구 용소로 15, 로티보이까페 1층 (대연동)",,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
포승종로약국,031-611-5252,경기도 평택시 포승읍 여술로 37,,07:00~24:00,07:00~24:00,07:00~24:00,07:00~24:00,07:00~24:00,07:00~24:00,08:00~24:00,08:00~24:00
프라자약국,031-296-0102,"경기도 수원시 권선구 수인로 291, 1층 (구운동, 서수원터미널)",,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30
프라자약국,042-477-0222,"대전광역시 서구 문예로 19, 스카이빌딩 1층 (탄방동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
프라자온누리약국,032-207-7573,"경기도 부천시 부천로10번길 14, 1층일부 (심곡동)",,08:00~23:30,08:00~23:30,08:00~23:30,08:00~23:30,08:00~23:30,08:00~23:30,09:00~23:30,09:00~23:30
플러스약국,053-766-9114,대구광역시 수성구 동대구로 95,대구광역시 수성구 두산동 113 홈플러스 대구수성점 지하1층,10:00~22:20,10:00~22:20,10:00~22:20,10:00~22:20,10:00~22:20,10:00~22:20,10:00~22:20,10:00~22:20
플러스약국,031-850-8231,경기도 의정부시 청사로 38,경기도 의정부시 금오동 475-1 삼성홈프러스 2층,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30
하나로약국,061-723-0313,"전라남도 순천시 연향중앙상가길 29, (연향동)",전라남도 순천시 연향동 1336-2,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,09:00~22:00,09:00~22:00
하나로약국,055-526-0447,"경상남도 창녕군 남지읍 낙동로 498-2, 2층 (남지읍)",,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
하나약국,031-318-4613,경기도 시흥시 장곡로37번길 16 (장곡동),,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,,09:00~22:00
하나약국,0647482800,"제주특별자치도 제주시 연북로 99, 1층 (연동, 365빌딩)",제주특별자치도 제주시 연동 1373,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~24:00,09:00~24:00,09:00~24:00
하늘약국,02-898-7290,경기도 광명시 오리로 351,"경기도 광명시 소하2동 1075번지 5호, 1층.",22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
하늘온누리약국,062-575-5690,광주광역시 북구 첨단연신로 105,광주광역시 북구 신용동 735 ,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,,
하님약국,02-939-1827,"서울특별시 노원구 한글비석로 410, 1층 (상계동)",서울특별시 노원구 상계5동 169-461,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00,,09:00~21:30
하선약국,042-621-7770,대전광역시 대덕구 대전로 1119 (오정동),,07:30~24:00,07:30~24:00,07:30~24:00,07:30~24:00,07:30~24:00,07:30~24:00,07:30~24:00,07:30~24:00
하안종로약국,02-805-8375,"경기도 광명시 범안로 1043 , 1층(원촌빌딩) (하안동)","경기도 광명시 하안동 34-9 원촌빌딩 , 1층(원촌빌딩)",09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,10:00~23:00,09:00~23:00
한결약국,032-663-1979,경기도 부천시 경인로 240 (심곡본동),,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~22:00,,
한빛약국,031-242-2778,"경기도 수원시 팔달구 매산로 18, (매산로1가)",경기도 수원시 팔달구 매산로1가 45-1,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,16:00~20:00,
한사랑약국,052-296-9991,울산광역시 중구 번영로 475  (복산동),울산광역시 중구 복산동 100 홈플러스울산점 ,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~23:00,,10:00~22:30
한양온누리약국,031-362-6551,"경기도 안산시 상록구 석호로 294, 1층 (본오동)",,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,09:00~23:00,09:00~23:00
한우리약국,031-205-4194,경기도 수원시 영통구 영통로 151 (망포동),,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
합정약국,031-651-3241,경기도 평택시 조개터로42번길 60-1 (합정동),,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
해맑은약국,031-456-3134,"경기도 안양시 동안구 엘에스로 45, 110호 (호계동, 대영골든타워)",,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,,
해성약국,051-743-0400,부산광역시 해운대구 구남로 3 (우동),부산광역시 해운대구 중동 1382-1 ,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
해운대이팜약국,051-744-4855,부산광역시 해운대구 좌동순환로 511,부산광역시 해운대구 중동   1767 이마트해운대점 ,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
해피백약국,042-487-1236,대전광역시 서구 청사서로 46(월평동),,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~22:00,11:00~22:00,11:00~22:00
햇살약국,052-256-9735,울산광역시 남구 수암로 148 (야음동) ,,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30
행복나무약국,02-487-8880,"서울특별시 강동구 천호대로157길 54, 1층 (천호동)",,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,13:00~25:00,13:00~25:00
행복약국,033-637-2825,"강원도 속초시 동해대로 4163, 1층 (조양동)",,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
행복한약국,02-927-8253,"서울특별시 성북구 보문로34길 59, 1층(동선동1가)",서울특별시 성북구 동선동1가 79,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:30~23:00,09:30~23:00,09:30~23:00
행복한약국,033-644-0073,강원도 강릉시 구정면 범일로 442,,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00
행복한온누리약국,031-714-0288,"경기도 성남시 분당구 정자일로198번길 15, 109호 (정자동, 제나프라자)",,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00
행운약국,02-765-9997,서울특별시 종로구 대명길 21-2(명륜4가),,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00
향동중앙약국,02-3159-7575,"경기도 고양시 덕양구 향기로 58, 지하1층 B02호 (향동동)",,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
허룡약국,042-525-5050,"대전광역시 서구 도솔로 313, (괴정동)",대전광역시 서구 괴정동 95-28,10:30~22:30,10:30~22:30,10:30~22:30,10:30~22:30,10:30~22:30,10:00~22:30,17:00~22:30,17:00~22:30
허브팜부평역약국,032-518-0045,"인천광역시 부평구 광장로 지하 30, 대아지하상가 지하2층 34호 일부호 (부평동)",,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,
헬로팜약국,02-415-1121,"서울특별시 송파구 올림픽로12길 5, 정호빌딩 (잠실동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,13:00~22:00,13:00~22:00
현대약국,031-851-1688,"경기도 의정부시 청사로 45, 108호 (금오동, 플래티넘프라자)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,,09:00~23:00
형우당약국,053-358-9696,"대구광역시 북구 팔달로 189, 1층일부 (노원동2가)",대구광역시 북구 노원2가 376-2번지 노원우체국에서 만평네거리방향 70미터,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~23:00,09:00~23:00,09:00~22:30
호림약국,02-468-1027,"서울특별시 광진구 동일로30길 28, (화양동)",서울특별시 광진구 화양동 19-38,14:00~23:00,14:00~23:00,14:00~23:00,14:00~23:00,14:00~23:00,14:00~23:00,17:00~22:00,
호수약국,02-415-8852,"서울특별시 송파구 송파대로49길 52, A동 102호 (석촌동)",,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
홈플러스삼성온누리약국,051-507-8411,부산광역시 연제구  종합운동장로  7 (거제동),부산광역시 연제구 거제2동 1208,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30
홍대365약국,02-3141-1084,"서울특별시 마포구 와우산로27길 43, 1층 (서교동)",,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00
홍대수약국,02-334-3005,"서울특별시 마포구 홍익로3길 11, 1층 (서교동)",,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00
홍대어울림약국,02-332-9233,"서울특별시 마포구 어울마당로 128, 1층 (서교동)",,11:00~22:30,11:00~22:30,11:00~22:30,11:00~22:30,11:00~22:30,11:00~22:30,11:00~22:30,
홍대참신한약국,02-6368-5799,"서울특별시 마포구 어울마당로 62, 1층 (서교동)",,12:00~23:00,12:00~23:00,12:00~23:00,12:00~23:00,12:00~25:00,12:00~25:00,12:00~23:00,12:00~23:00
홍익한약국,064-749-8818,"제주특별자치도 제주시 노연로 87, 102호 (연동, 연동ABC주상복합)",,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,10:00~24:00,10:00~24:00,10:00~24:00
화랑온누리약국,02-975-4151,서울특별시 노원구 공릉로 150 (공릉동) 1층,서울특별시 노원구 공릉동 340-18 1층,08:45~22:30,08:45~22:30,08:45~22:30,08:45~22:30,08:45~22:00,08:45~22:00,17:00~22:30,
화명메디칼약국,051-331-8525,"부산광역시 북구 화명신도시로 120, (화명동)",부산광역시 북구 화명1동 2276-1,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30
환승센터약국,02-424-2365,"서울특별시 송파구 잠실로 지하 156, 잠실광역환승센터 지하1층 101호 (신천동)",,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
효성약국,053-854-4487,"경상북도 경산시 하양읍 하양로 46, 1층 103호",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,10:00~18:00,,
흥명약국,02-963-0617,"서울특별시 동대문구 고산자로30길 56, (용두동)",서울특별시 동대문구 용두동 39-695,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,14:00~22:30,
희망약국,031-000-0000,"경기도 안산시 단원구 광덕2로 185, 101호 (고잔동, 금성센터빌딩)",,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
